# LLM pairwise verification (claude-haiku-4-5-20251001) of candidate_pairs.tsv. verdict: yes/no/unsure. See verify_pairs_llm.py.
strong_a	strong_b	verdict
H5953	H8072	no
H5953	H8388	no
H5953	H8389	no
H5954	H7154	no
H5955	H6417	no
H5955	H7401	no
H5955	H8388	no
H5955	H8389	no
H5956	H5957	no
H5956	H5958	no
H5956	H5959	no
H5956	H5961	no
H5956	H6495	no
H5956	H6937	unsure
H5956	H6938	no
H5956	H8587	yes
H5957	H5958	no
H5957	H5959	no
H5957	H5961	no
H5957	H6495	no
H5957	H6937	no
H5957	H6938	no
H5957	H8587	no
H5958	H5959	yes
H5958	H5961	yes
H5958	H6495	no
H5958	H6937	no
H5958	H6938	no
H5958	H8587	no
H5959	H5961	yes
H5959	H6495	no
H5959	H6937	no
H5959	H6938	no
H5959	H8587	no
H5961	H6495	no
H5961	H6937	no
H5961	H6938	no
H5961	H8587	no
H5968	H5969	no
H5968	H6704	no
H5969	H6704	no
H5969	H7779	no
H5969	H8192	no
H5969	H8193	no
H5969	H8205	no
H5969	H8206	no
H5969	H8207	no
H5971	H5973	no
H5971	H5975	no
H5971	H5976	no
H5971	H5977	no
H5971	H5979	no
H5971	H5982	no
H5971	H8034	no
H5971	H8035	no
H5971	H8036	no
H5973	H6004	no
H5973	H8034	no
H5973	H8035	no
H5973	H8036	no
H5975	H5976	no
H5975	H5977	no
H5975	H5979	unsure
H5975	H5982	no
H5976	H5977	no
H5976	H5979	no
H5976	H5982	no
H5977	H5979	yes
H5977	H5982	yes
H5979	H5982	yes
H5980	H7620	no
H5995	H6125	no
H5998	H5999	unsure
H5998	H6001	yes
H5999	H6001	unsure
H6004	H8034	no
H6004	H8035	no
H6004	H8036	no
H6006	H6007	no
H6009	H6010	no
H6009	H6012	no
H6009	H6013	yes
H6010	H6012	no
H6010	H6013	no
H6012	H6013	unsure
H6014	H6016	no
H6027	H8588	unsure
H6030	H6031	no
H6030	H6035	no
H6030	H6038	no
H6030	H6039	no
H6030	H6040	no
H6030	H6041	no
H6030	H6045	no
H6030	H6054	no
H6030	H6437	no
H6030	H7200	no
H6030	H7722	no
H6030	H8034	no
H6030	H8035	no
H6030	H8036	no
H6031	H6035	yes
H6031	H6038	yes
H6031	H6039	yes
H6031	H6040	yes
H6031	H6041	no
H6031	H6045	no
H6031	H6054	no
H6031	H6437	no
H6031	H7200	no
H6031	H7292	no
H6031	H7722	no
H6031	H8034	no
H6031	H8035	no
H6031	H8036	no
H6035	H6038	no
H6035	H6039	no
H6035	H6040	no
H6035	H6041	no
H6035	H6045	no
H6035	H6054	no
H6035	H6437	no
H6035	H7200	no
H6035	H7722	no
H6035	H8034	no
H6035	H8035	no
H6035	H8036	no
H6038	H6039	unsure
H6038	H6040	unsure
H6038	H6041	unsure
H6038	H6045	no
H6038	H6054	no
H6038	H6437	no
H6038	H7200	no
H6038	H7722	no
H6038	H8034	no
H6038	H8035	no
H6038	H8036	no
H6039	H6040	yes
H6039	H6041	yes
H6039	H6045	no
H6039	H6054	no
H6039	H6437	no
H6039	H7200	no
H6039	H7722	no
H6039	H8034	no
H6039	H8035	no
H6039	H8036	no
H6040	H6042	no
H6040	H6045	no
H6040	H6054	no
H6040	H6437	no
H6040	H7200	no
H6040	H7617	no
H6040	H7618	no
H6040	H7622	no
H6040	H7628	no
H6040	H7722	no
H6040	H8034	no
H6040	H8035	no
H6040	H8036	no
H6041	H6042	no
H6041	H6045	no
H6041	H6054	no
H6041	H6437	no
H6041	H7200	no
H6041	H7411	no
H6041	H7423	no
H6041	H7437	no
H6041	H7617	no
H6041	H7618	no
H6041	H7622	no
H6041	H7628	no
H6041	H7722	no
H6041	H8034	no
H6041	H8035	no
H6041	H8036	no
H6042	H7617	no
H6042	H7618	no
H6042	H7622	no
H6042	H7628	no
H6045	H6054	no
H6045	H6437	no
H6045	H7200	no
H6045	H7722	no
H6045	H8034	no
H6045	H8035	no
H6045	H8036	no
H6049	H6051	yes
H6049	H8388	no
H6049	H8389	no
H6054	H6437	no
H6054	H7200	no
H6054	H7722	no
H6054	H8034	no
H6054	H8035	no
H6054	H8036	no
H6075	H6076	no
H6082	H6083	no
H6082	H6084	no
H6083	H6084	no
H6086	H6097	yes
H6087	H6089	no
H6087	H6094	yes
H6087	H6971	no
H6089	H6094	no
H6089	H6971	no
H6094	H6971	no
H6099	H6105	no
H6099	H6106	no
H6099	H6108	no
H6099	H6109	no
H6099	H7910	no
H6099	H8354	no
H6101	H6102	yes
H6101	H6103	yes
H6101	H6104	yes
H6102	H6103	yes
H6102	H6104	yes
H6103	H6104	unsure
H6105	H6106	no
H6105	H6108	no
H6105	H6109	no
H6105	H8388	no
H6105	H8389	no
H6106	H6108	no
H6106	H6109	no
H6106	H8388	no
H6106	H8389	no
H6108	H6109	yes
H6108	H8388	no
H6108	H8389	no
H6109	H8388	no
H6109	H8389	no
H6113	H6115	yes
H6113	H6116	no
H6113	H6677	no
H6113	H6696	yes
H6113	H6697	no
H6113	H6699	no
H6113	H6735	no
H6113	H6862	no
H6113	H6864	no
H6113	H6869	no
H6113	H6874	no
H6113	H6875	no
H6113	H6876	no
H6113	H6887	yes
H6113	H7114	no
H6113	H7115	no
H6113	H7116	no
H6113	H8388	no
H6113	H8389	no
H6113	H8462	no
H6114	H6115	unsure
H6114	H6116	no
H6114	H8388	no
H6114	H8389	no
H6114	H8462	no
H6115	H8388	no
H6115	H8389	no
H6115	H8462	no
H6117	H6118	no
H6117	H6119	no
H6117	H6121	no
H6117	H6971	no
H6118	H6119	no
H6118	H6121	no
H6118	H6971	no
H6119	H6121	no
H6119	H6971	no
H6121	H6971	no
H6121	H8388	no
H6121	H8389	no
H6127	H6128	yes
H6127	H6129	yes
H6128	H6129	yes
H6131	H6135	no
H6131	H6136	unsure
H6131	H7054	no
H6131	H7788	no
H6131	H7789	no
H6131	H7791	no
H6131	H7794	no
H6131	H7891	no
H6131	H7892	no
H6131	H8388	no
H6131	H8389	no
H6135	H6136	no
H6140	H6141	yes
H6140	H6143	yes
H6140	H6971	no
H6141	H6143	yes
H6141	H6971	no
H6143	H6971	no
H6148	H6149	no
H6148	H6150	no
H6148	H6152	no
H6148	H6153	no
H6148	H6154	no
H6148	H6155	no
H6148	H6156	no
H6148	H6157	no
H6148	H6158	no
H6148	H6160	no
H6148	H6161	yes
H6148	H6162	yes
H6149	H6150	no
H6149	H6152	no
H6149	H6153	no
H6149	H6154	no
H6149	H6155	no
H6149	H6156	no
H6149	H6157	no
H6149	H6158	no
H6149	H6160	no
H6149	H6161	no
H6149	H6162	no
H6150	H6152	no
H6150	H6153	unsure
H6150	H6154	no
H6150	H6155	no
H6150	H6156	no
H6150	H6157	no
H6150	H6158	no
H6150	H6160	no
H6150	H6161	no
H6150	H6162	no
H6152	H6153	no
H6152	H6154	yes
H6152	H6155	no
H6152	H6156	no
H6152	H6157	no
H6152	H6158	no
H6152	H6160	yes
H6152	H6161	no
H6152	H6162	no
H6153	H6154	no
H6153	H6155	no
H6153	H6156	no
H6153	H6157	no
H6153	H6158	no
H6153	H6160	no
H6153	H6161	no
H6153	H6162	no
H6154	H6155	no
H6154	H6156	no
H6154	H6157	no
H6154	H6158	no
H6154	H6160	yes
H6154	H6161	no
H6154	H6162	no
H6155	H6156	no
H6155	H6157	no
H6155	H6158	no
H6155	H6162	no
H6156	H6157	no
H6156	H6158	no
H6156	H6160	no
H6156	H6161	no
H6156	H6162	no
H6157	H6158	no
H6157	H6160	no
H6157	H6161	no
H6157	H6162	no
H6158	H6160	no
H6158	H6161	no
H6158	H6162	no
H6160	H6162	no
H6161	H6162	yes
H6168	H6172	yes
H6168	H6181	yes
H6168	H8210	no
H6168	H8388	no
H6168	H8389	no
H6169	H6172	no
H6169	H6181	no
H6169	H8210	no
H6169	H8388	no
H6169	H8389	no
H6172	H6181	yes
H6172	H8210	no
H6172	H8388	no
H6172	H8389	no
H6174	H6175	no
H6174	H6191	no
H6174	H6192	no
H6174	H6194	no
H6174	H8388	no
H6174	H8389	no
H6175	H6191	yes
H6175	H6192	no
H6175	H6194	no
H6175	H8388	no
H6175	H8389	no
H6179	H6180	yes
H6179	H6181	no
H6179	H6186	no
H6179	H6187	no
H6180	H6181	no
H6180	H6186	no
H6180	H6187	no
H6181	H6186	no
H6181	H6187	no
H6181	H8210	no
H6181	H8388	no
H6181	H8389	no
H6184	H6206	no
H6184	H8034	no
H6184	H8035	no
H6184	H8036	no
H6189	H6190	yes
H6191	H6192	no
H6191	H6194	no
H6191	H8388	no
H6191	H8389	no
H6192	H6194	yes
H6192	H8388	no
H6192	H8389	no
H6194	H8388	no
H6194	H8389	no
H6201	H6202	no
H6201	H6203	no
H6202	H6203	yes
H6206	H8034	no
H6206	H8035	no
H6206	H8036	no
H6211	H6244	no
H6213	H6452	no
H6213	H6453	no
H6213	H6455	no
H6216	H6231	yes
H6216	H6234	yes
H6216	H6237	no
H6216	H8108	no
H6216	H8109	no
H6216	H8388	no
H6216	H8389	no
H6218	H6224	yes
H6218	H6235	yes
H6218	H6237	yes
H6218	H6240	yes
H6218	H8388	no
H6218	H8389	no
H6219	H6220	no
H6219	H6245	no
H6219	H6246	no
H6219	H6247	no
H6219	H6249	no
H6219	H8388	no
H6219	H8389	no
H6220	H6245	no
H6220	H6246	no
H6220	H6247	no
H6220	H6249	no
H6220	H8388	no
H6220	H8389	no
H6223	H6238	no
H6223	H6239	yes
H6224	H6235	no
H6224	H6237	yes
H6224	H6240	yes
H6224	H8388	no
H6224	H8389	no
H6225	H6227	no
H6229	H6230	no
H6231	H6234	yes
H6231	H6237	no
H6231	H8108	no
H6231	H8109	no
H6231	H8388	no
H6231	H8389	no
H6234	H6237	no
H6234	H8108	no
H6234	H8109	no
H6234	H8388	no
H6234	H8389	no
H6235	H6237	no
H6235	H6240	yes
H6235	H8388	no
H6235	H8389	no
H6237	H6240	yes
H6237	H8108	no
H6237	H8109	no
H6238	H6239	yes
H6240	H8388	no
H6240	H8389	no
H6245	H6246	no
H6245	H6247	no
H6245	H6249	no
H6245	H8388	no
H6245	H8389	no
H6246	H6247	no
H6246	H6249	no
H6246	H8388	no
H6246	H8389	no
H6247	H6249	no
H6247	H8388	no
H6247	H8389	no
H6249	H8388	no
H6249	H8389	no
H6256	H6258	yes
H6256	H6261	yes
H6256	H6269	no
H6256	H6731	no
H6256	H6732	no
H6256	H8388	no
H6256	H8389	no
H6257	H6260	no
H6257	H6264	yes
H6258	H6261	yes
H6258	H6269	no
H6258	H6731	no
H6258	H6732	no
H6258	H8388	no
H6258	H8389	no
H6260	H6264	no
H6261	H6269	no
H6261	H6731	no
H6261	H6732	no
H6261	H8388	no
H6261	H8389	no
H6266	H6267	no
H6266	H6268	no
H6266	H6275	no
H6266	H6276	yes
H6266	H6277	no
H6267	H6268	yes
H6267	H6275	no
H6267	H6276	no
H6267	H6277	no
H6268	H6275	no
H6268	H6276	no
H6268	H6277	no
H6269	H6731	no
H6269	H6732	no
H6269	H8388	no
H6269	H8389	no
H6275	H6276	no
H6275	H6277	no
H6276	H6277	no
H6279	H6283	no
H6286	H6509	no
H6286	H6529	no
H6286	H6578	no
H6286	H6899	no
H6286	H7389	no
H6286	H8442	no
H6286	H8597	unsure
H6287	H6509	no
H6287	H6529	no
H6287	H6578	no
H6287	H6899	no
H6287	H7389	no
H6287	H8442	no
H6287	H8597	no
H6288	H6289	no
H6288	H6509	no
H6288	H6529	no
H6288	H6578	no
H6288	H6899	no
H6288	H7389	no
H6288	H8442	no
H6288	H8597	no
H6289	H6899	no
H6289	H7389	no
H6289	H8442	no
H6289	H8597	no
H6293	H6294	yes
H6296	H6297	no
H6299	H6302	yes
H6299	H6304	yes
H6299	H6306	yes
H6302	H6304	no
H6302	H6306	no
H6304	H6306	yes
H6307	H7215	no
H6307	H7311	no
H6307	H7312	no
H6307	H7315	no
H6307	H7316	no
H6307	H7317	no
H6307	H7318	no
H6307	H7413	no
H6307	H7426	no
H6307	H8641	no
H6310	H6311	no
H6310	H6374	no
H6310	H6484	no
H6310	H7896	no
H6310	H7897	no
H6310	H8034	no
H6310	H8035	no
H6310	H8036	no
H6310	H8351	no
H6310	H8352	no
H6310	H8357	no
H6310	H8358	no
H6310	H8359	no
H6310	H8360	no
H6311	H6374	no
H6313	H6314	unsure
H6313	H6436	no
H6315	H6341	unsure
H6315	H6351	yes
H6315	H6352	no
H6315	H6368	no
H6323	H6438	no
H6328	H6329	no
H6331	H6332	no
H6331	H6333	no
H6331	H6565	yes
H6332	H6333	no
H6332	H6565	no
H6333	H6565	no
H6335	H6376	no
H6335	H6509	no
H6335	H6578	no
H6337	H6338	unsure
H6337	H6339	no
H6338	H6339	no
H6341	H6351	yes
H6341	H6352	no
H6341	H6368	no
H6342	H6343	yes
H6346	H6352	no
H6346	H8154	no
H6346	H8341	no
H6348	H6349	yes
H6351	H6368	no
H6352	H6368	no
H6352	H8154	no
H6352	H8341	no
H6358	H6362	unsure
H6358	H6363	no
H6362	H6363	yes
H6376	H6509	no
H6376	H6578	no
H6378	H6379	no
H6381	H6383	yes
H6381	H6423	no
H6381	H7304	no
H6381	H7305	no
H6381	H7307	no
H6381	H7309	no
H6381	H7389	no
H6382	H6383	yes
H6382	H6395	unsure
H6382	H6423	no
H6382	H7304	no
H6382	H7305	no
H6382	H7307	no
H6382	H7309	no
H6382	H7389	no
H6383	H6395	no
H6383	H6423	no
H6385	H6388	no
H6395	H6423	no
H6398	H6400	no
H6398	H7393	no
H6400	H7393	no
H6403	H6404	no
H6403	H6412	yes
H6414	H6415	yes
H6414	H6416	yes
H6414	H6417	yes
H6414	H6419	no
H6414	H8605	no
H6415	H6416	yes
H6415	H6417	yes
H6415	H6419	no
H6415	H8605	no
H6416	H6417	yes
H6416	H6419	no
H6416	H8605	no
H6417	H6419	no
H6417	H7401	no
H6417	H8388	no
H6417	H8389	no
H6417	H8605	no
H6419	H8605	yes
H6435	H6438	no
H6437	H6440	no
H6437	H6441	no
H6437	H7200	no
H6437	H7722	no
H6437	H8034	no
H6437	H8035	no
H6437	H8036	no
H6437	H8159	no
H6437	H8173	no
H6437	H8388	no
H6437	H8389	no
H6438	H6595	no
H6438	H6596	no
H6438	H6626	no
H6438	H6696	no
H6438	H6862	no
H6438	H6887	no
H6438	H6915	no
H6438	H7064	no
H6438	H7077	no
H6438	H7092	no
H6440	H6441	no
H6440	H8388	no
H6440	H8389	yes
H6441	H8388	no
H6441	H8389	no
H6446	H6451	no
H6452	H6453	yes
H6452	H6455	no
H6453	H6455	no
H6456	H6458	no
H6456	H6459	yes
H6458	H6459	no
H6466	H6468	no
H6466	H7904	no
H6466	H8173	no
H6466	H8176	no
H6466	H8179	no
H6466	H8180	no
H6466	H8186	no
H6466	H8191	no
H6466	H8516	no
H6466	H8585	no
H6467	H6468	no
H6467	H7904	no
H6467	H8173	no
H6467	H8176	no
H6467	H8179	no
H6467	H8180	no
H6467	H8186	no
H6467	H8191	no
H6467	H8516	no
H6467	H8585	no
H6470	H6471	no
H6478	H6479	yes
H6481	H8388	no
H6481	H8389	no
H6482	H8388	no
H6482	H8389	no
H6485	H6486	yes
H6485	H6488	yes
H6485	H6489	unsure
H6485	H6490	no
H6485	H6680	no
H6486	H6488	yes
H6486	H6489	unsure
H6486	H6490	no
H6486	H6496	no
H6486	H6680	no
H6488	H6489	unsure
H6488	H6490	no
H6488	H6496	yes
H6488	H6680	no
H6489	H6490	no
H6489	H6496	no
H6489	H6680	no
H6490	H6496	no
H6490	H6680	yes
H6491	H6493	no
H6491	H6495	yes
H6491	H6971	no
H6493	H6495	no
H6493	H6971	no
H6495	H6937	no
H6495	H6938	no
H6495	H6971	no
H6495	H8587	no
H6496	H6680	no
H6499	H6510	yes
H6500	H6501	no
H6504	H6505	no
H6504	H6507	no
H6505	H6507	no
H6509	H6529	yes
H6519	H6520	yes
H6524	H6525	no
H6524	H6526	no
H6525	H6526	no
H6529	H6578	no
H6530	H6555	no
H6530	H6556	no
H6530	H6557	no
H6530	H6560	no
H6530	H7931	no
H6536	H6566	no
H6544	H6546	yes
H6545	H6546	no
H6555	H6556	yes
H6555	H6557	yes
H6555	H6560	yes
H6555	H7931	no
H6556	H6557	yes
H6556	H6560	yes
H6556	H7931	no
H6557	H6560	yes
H6557	H7931	no
H6560	H7931	no
H6561	H6563	yes
H6561	H7389	no
H6566	H6567	no
H6566	H6569	no
H6566	H6571	no
H6566	H6575	no
H6567	H6569	no
H6567	H6571	no
H6567	H6575	yes
H6569	H6571	no
H6569	H6575	no
H6571	H6575	no
H6572	H6573	yes
H6572	H6599	yes
H6572	H6600	yes
H6572	H7389	no
H6573	H6599	yes
H6573	H6600	yes
H6573	H7389	no
H6576	H6847	no
H6586	H6588	yes
H6595	H6601	no
H6595	H6612	no
H6595	H6613	no
H6595	H6915	no
H6595	H7064	no
H6595	H7077	no
H6596	H6626	no
H6596	H6915	no
H6596	H7064	no
H6596	H7077	no
H6597	H6601	no
H6597	H6612	no
H6597	H6615	no
H6599	H6600	yes
H6599	H7389	no
H6600	H7389	no
H6601	H6613	no
H6601	H6615	no
H6601	H6626	no
H6603	H6605	no
H6603	H6607	no
H6603	H6608	no
H6603	H6609	no
H6603	H6610	no
H6603	H6908	no
H6603	H6910	no
H6603	H7160	no
H6603	H7162	no
H6605	H6607	yes
H6605	H6608	yes
H6605	H6609	no
H6605	H6610	yes
H6605	H6666	no
H6605	H6908	no
H6605	H6910	no
H6605	H7160	no
H6605	H7161	no
H6605	H7162	no
H6605	H8478	no
H6607	H6608	yes
H6607	H6609	no
H6607	H6610	yes
H6607	H6908	no
H6607	H6910	no
H6607	H7160	no
H6607	H7161	no
H6607	H7162	no
H6608	H6609	no
H6608	H6610	yes
H6608	H6908	no
H6608	H6910	no
H6608	H7160	no
H6608	H7161	no
H6608	H7162	no
H6609	H6610	no
H6609	H6908	no
H6609	H6910	no
H6609	H7160	no
H6609	H7161	no
H6609	H7162	no
H6610	H6908	no
H6610	H6910	no
H6610	H7160	no
H6610	H7161	no
H6610	H7162	no
H6612	H6615	yes
H6612	H6626	no
H6612	H8388	no
H6612	H8389	no
H6612	H8442	no
H6613	H6626	no
H6613	H8388	no
H6613	H8389	no
H6613	H8442	no
H6616	H6617	yes
H6626	H6915	no
H6626	H7064	no
H6626	H7077	no
H6627	H6675	yes
H6627	H8388	no
H6627	H8389	no
H6627	H8444	no
H6629	H6792	yes
H6633	H6639	no
H6633	H6645	no
H6633	H6694	no
H6633	H7200	no
H6633	H7207	no
H6633	H7209	no
H6633	H7210	no
H6633	H7582	no
H6633	H7583	no
H6634	H6639	no
H6634	H6643	no
H6634	H6645	no
H6635	H6639	no
H6635	H6645	no
H6635	H6694	no
H6635	H7200	no
H6635	H7207	no
H6635	H7209	no
H6635	H7210	no
H6635	H7582	no
H6635	H7583	no
H6639	H6643	no
H6639	H6646	no
H6641	H6647	no
H6641	H6648	yes
H6643	H6646	no
H6643	H6694	no
H6643	H7200	no
H6643	H7207	no
H6643	H7209	no
H6643	H7210	no
H6643	H7582	no
H6643	H7583	no
H6645	H6646	no
H6647	H6648	yes
H6654	H6658	no
H6654	H6718	no
H6654	H6719	no
H6658	H6660	yes
H6658	H6718	no
H6658	H6719	no
H6662	H6663	yes
H6662	H6666	yes
H6663	H6666	yes
H6665	H6666	yes
H6665	H6818	no
H6666	H6818	no
H6666	H8478	no
H6668	H6669	unsure
H6671	H6672	no
H6673	H6680	yes
H6673	H6957	no
H6673	H6960	no
H6673	H6961	no
H6675	H8388	no
H6675	H8389	no
H6675	H8444	no
H6677	H6696	no
H6677	H6697	no
H6677	H6699	no
H6677	H6735	no
H6677	H6862	no
H6677	H6864	no
H6677	H6869	no
H6677	H6874	no
H6677	H6875	no
H6677	H6876	no
H6677	H6887	no
H6677	H7114	no
H6677	H7115	no
H6677	H7116	no
H6679	H6718	yes
H6679	H6719	yes
H6679	H6720	unsure
H6680	H6957	no
H6680	H6960	no
H6680	H6961	no
H6681	H6682	yes
H6684	H6685	yes
H6687	H6689	no
H6687	H6803	no
H6687	H6822	no
H6687	H6823	no
H6687	H6826	no
H6687	H6857	no
H6687	H6858	no
H6687	H7785	no
H6687	H8264	no
H6687	H8268	no
H6687	H8388	no
H6687	H8389	no
H6688	H6689	no
H6688	H6803	no
H6688	H6822	no
H6688	H6823	no
H6688	H6826	no
H6688	H6857	no
H6688	H6858	no
H6688	H8268	no
H6688	H8388	no
H6688	H8389	no
H6689	H6803	no
H6689	H6822	no
H6689	H6823	no
H6689	H6826	no
H6689	H6857	unsure
H6689	H6858	no
H6689	H8268	no
H6689	H8388	no
H6689	H8389	no
H6692	H6731	yes
H6692	H6733	yes
H6692	H6734	no
H6693	H6694	no
H6694	H7200	no
H6694	H7207	no
H6694	H7582	no
H6694	H7583	no
H6696	H6697	no
H6696	H6699	no
H6696	H6735	no
H6696	H6864	no
H6696	H6872	no
H6696	H6874	no
H6696	H6875	no
H6696	H6876	no
H6696	H7092	no
H6696	H7114	no
H6696	H7115	no
H6696	H7116	no
H6697	H6699	no
H6697	H6735	no
H6697	H6862	no
H6697	H6864	no
H6697	H6869	no
H6697	H6874	no
H6697	H6875	no
H6697	H6876	no
H6697	H6887	no
H6697	H7114	no
H6697	H7115	no
H6697	H7116	no
H6699	H6735	no
H6699	H6862	no
H6699	H6864	no
H6699	H6869	no
H6699	H6874	no
H6699	H6875	no
H6699	H6876	no
H6699	H6887	no
H6699	H7114	no
H6699	H7115	no
H6699	H7116	no
H6703	H6704	no
H6703	H6705	yes
H6703	H6706	no
H6703	H6707	no
H6704	H6706	unsure
H6704	H6707	yes
H6704	H8388	no
H6704	H8389	no
H6705	H6706	no
H6705	H6707	no
H6705	H8388	no
H6705	H8389	no
H6706	H6707	unsure
H6713	H6715	unsure
H6718	H6720	no
H6719	H6720	no
H6723	H6728	no
H6723	H7522	no
H6728	H7522	no
H6731	H6732	no
H6731	H6733	yes
H6731	H6734	no
H6731	H7589	no
H6731	H7699	no
H6731	H7700	no
H6731	H7701	no
H6731	H7751	no
H6731	H7752	no
H6731	H7753	no
H6731	H7754	no
H6731	H7755	no
H6731	H7848	no
H6731	H7875	no
H6731	H7885	no
H6731	H7915	no
H6731	H8388	no
H6731	H8389	no
H6732	H8388	no
H6732	H8389	no
H6733	H6734	yes
H6735	H6862	no
H6735	H6864	no
H6735	H6869	no
H6735	H6874	no
H6735	H6875	no
H6735	H6876	no
H6735	H6887	no
H6735	H7114	no
H6735	H7115	no
H6735	H7116	no
H6738	H6739	no
H6738	H6740	no
H6738	H6741	no
H6738	H6742	no
H6738	H6749	no
H6738	H6750	no
H6738	H6751	yes
H6738	H6757	yes
H6738	H6767	no
H6739	H6740	no
H6739	H6741	no
H6739	H6742	no
H6739	H6749	no
H6739	H6750	no
H6739	H6751	no
H6739	H6754	no
H6739	H6755	no
H6739	H6767	no
H6740	H6741	no
H6740	H6748	yes
H6740	H6754	no
H6740	H6755	no
H6740	H6767	no
H6741	H6742	no
H6741	H6749	no
H6741	H6750	no
H6741	H6751	no
H6741	H6754	no
H6741	H6755	no
H6741	H6767	no
H6742	H6748	unsure
H6742	H6754	no
H6742	H6755	no
H6742	H6767	no
H6743	H6746	no
H6748	H6749	no
H6748	H6750	no
H6748	H6751	no
H6749	H6754	no
H6749	H6755	no
H6750	H6754	no
H6750	H6755	no
H6751	H6754	no
H6751	H6755	no
H6754	H6757	unsure
H6754	H6767	no
H6755	H6757	no
H6755	H6767	no
H6760	H6762	no
H6760	H6763	no
H6762	H6763	yes
H6763	H6813	no
H6763	H8372	no
H6770	H6771	yes
H6770	H6772	yes
H6771	H6772	yes
H6775	H6776	yes
H6775	H6781	no
H6776	H6781	no
H6777	H6782	no
H6777	H8388	no
H6777	H8389	no
H6778	H6784	no
H6780	H7058	no
H6782	H8388	no
H6782	H8389	no
H6785	H6786	no
H6785	H6788	no
H6786	H6788	no
H6791	H6792	no
H6791	H6793	no
H6803	H6822	no
H6803	H6823	no
H6803	H6826	no
H6803	H6857	no
H6803	H6858	no
H6803	H8268	no
H6803	H8388	no
H6803	H8389	no
H6805	H6806	yes
H6805	H6807	yes
H6806	H6807	yes
H6813	H8372	no
H6817	H6818	yes
H6819	H8388	no
H6819	H8389	no
H6822	H6823	no
H6822	H6826	no
H6822	H6857	no
H6822	H6858	no
H6822	H8268	no
H6822	H8388	no
H6822	H8389	no
H6823	H6826	yes
H6823	H6857	no
H6823	H6858	no
H6823	H8268	no
H6823	H8388	no
H6823	H8389	no
H6826	H6857	no
H6826	H6858	no
H6826	H8268	no
H6826	H8388	no
H6826	H8389	no
H6830	H6831	yes
H6830	H6845	no
H6831	H6845	no
H6832	H6848	no
H6833	H6841	no
H6833	H6842	no
H6833	H8163	no
H6841	H8163	unsure
H6841	H8388	no
H6841	H8389	no
H6842	H8163	unsure
H6842	H8388	no
H6842	H8389	no
H6845	H7121	no
H6845	H7122	no
H6845	H7124	no
H6845	H7148	no
H6845	H8074	no
H6845	H8080	no
H6845	H8081	no
H6845	H8082	no
H6845	H8083	no
H6845	H8453	no
H6850	H6851	no
H6857	H6858	no
H6857	H8268	no
H6857	H8388	no
H6857	H8389	no
H6858	H8268	no
H6858	H8388	no
H6858	H8389	no
H6862	H6864	no
H6862	H6872	no
H6862	H6874	no
H6862	H6875	no
H6862	H6876	no
H6862	H7092	no
H6862	H7114	unsure
H6862	H7115	unsure
H6862	H7116	unsure
H6864	H6869	no
H6864	H6874	no
H6864	H6875	no
H6864	H6876	no
H6864	H6887	no
H6864	H7114	no
H6864	H7115	no
H6864	H7116	no
H6867	H7183	no
H6867	H8388	no
H6867	H8389	no
H6869	H6872	no
H6869	H6874	no
H6869	H6875	no
H6869	H6876	no
H6869	H7114	yes
H6869	H7115	yes
H6869	H7116	yes
H6872	H6887	no
H6873	H6877	no
H6874	H6875	no
H6874	H6876	no
H6874	H6887	no
H6874	H7114	no
H6874	H7115	no
H6874	H7116	no
H6875	H6876	no
H6875	H6887	no
H6875	H7114	no
H6875	H7115	no
H6875	H7116	no
H6876	H6887	no
H6876	H7114	no
H6876	H7115	no
H6876	H7116	no
H6879	H6883	yes
H6887	H7092	no
H6887	H7114	unsure
H6887	H7115	unsure
H6887	H7116	unsure
H6895	H6896	no
H6895	H6898	no
H6895	H6971	no
H6895	H8268	no
H6896	H6898	no
H6896	H6971	no
H6896	H8268	no
H6898	H6971	no
H6898	H8268	no
H6899	H7389	no
H6899	H8442	no
H6899	H8597	no
H6900	H6912	yes
H6900	H6913	yes
H6901	H6905	no
H6906	H6907	no
H6906	H6959	no
H6906	H6971	no
H6907	H6959	no
H6907	H6971	no
H6908	H7160	no
H6908	H7161	no
H6908	H7162	no
H6910	H7160	no
H6910	H7161	no
H6910	H7162	no
H6912	H6913	yes
H6915	H6936	no
H6915	H7064	no
H6915	H7077	no
H6917	H6921	no
H6917	H6923	no
H6917	H6924	no
H6917	H6926	no
H6917	H6931	no
H6917	H6935	no
H6917	H8388	no
H6917	H8389	no
H6918	H6942	yes
H6918	H6944	yes
H6918	H6945	no
H6921	H6923	no
H6921	H6924	yes
H6921	H6926	yes
H6921	H6931	yes
H6921	H6935	no
H6921	H8388	no
H6921	H8389	no
H6923	H6926	no
H6923	H6931	no
H6923	H6935	no
H6923	H8388	no
H6923	H8389	no
H6924	H6926	yes
H6924	H6931	yes
H6924	H6935	no
H6924	H8388	no
H6924	H8389	no
H6926	H6931	yes
H6926	H6935	no
H6926	H8388	no
H6926	H8389	no
H6931	H6935	no
H6931	H8388	no
H6931	H8389	no
H6935	H8388	no
H6935	H8389	no
H6937	H6940	yes
H6937	H6941	unsure
H6937	H8587	no
H6938	H8587	no
H6940	H6941	unsure
H6942	H6944	yes
H6942	H6945	no
H6944	H6945	no
H6950	H6952	yes
