# semantic field per MACULA lexeme (high+prior tiers, homograph-precise); CC0
strong	lexeme	lexeme_gloss	neighbor_strong	neighbor_lexeme	neighbor_gloss	relation	confidence	score
H7176	hbo:7176#1	of.[the].town	H7147	hbo:7147#1	contrariness	similar	prior	0.5
H7176	hbo:7176#1	of.[the].town	H6982	hbo:6982#1	a.beam	similar	prior	0.5
H7176	hbo:7176#1	of.[the].town	H7136	hbo:7136#1	he.met	similar	prior	0.5
H7176	hbo:7176#1	of.[the].town	H7136	hbo:7136#2	he.made.happen	similar	prior	0.5
H7176	hbo:7176#1	of.[the].town	H7136	hbo:7136#_nosense		similar	prior	0.5
H7176	hbo:7176#1	of.[the].town	H7136	hbo:7136a#1	make.beams.for	similar	prior	0.5
H7176	hbo:7176#1	of.[the].town	H7137	hbo:7137	a.happening	similar	prior	0.5
H7179	hbo:7179#1	chaff	H4671	hbo:4671#1	chaff	similar	high	0.673
H7180	hbo:7180	cucumbers	H4750	hbo:4750	a.cucumber.field	similar	prior	0.5
H7181	hbo:7181#_nosense		H7182	hbo:7182#1	attentiveness	similar	high	0.851
H7181	hbo:7181#_nosense		H8085	hbo:8085#1	hear	similar	prior	0.5
H7181	hbo:7181#_nosense		H8085	hbo:8085#_nosense		similar	prior	0.5
H7181	hbo:7181#_nosense		H8085	hbo:8085#3	cause	similar	prior	0.5
H7181	hbo:7181#_nosense		H8085	hbo:8085#2	they.became.obedient	similar	prior	0.5
H7181	hbo:7181#_nosense		H0238	hbo:0238#1	give	similar	prior	0.5
H7182	hbo:7182#1	attentiveness	H7181	hbo:7181#_nosense		similar	high	0.851
H7182	hbo:7182#1	attentiveness	H8085	hbo:8085#1	hear	similar	prior	0.5
H7182	hbo:7182#1	attentiveness	H8085	hbo:8085#_nosense		similar	prior	0.5
H7182	hbo:7182#1	attentiveness	H8085	hbo:8085#3	cause	similar	prior	0.5
H7182	hbo:7182#1	attentiveness	H8085	hbo:8085#2	they.became.obedient	similar	prior	0.5
H7182	hbo:7182#1	attentiveness	H0238	hbo:0238#1	give	similar	high	0.473
H7183	hbo:7183a	attentive	H7182	hbo:7182#1	attentiveness	similar	prior	0.5
H7183	hbo:7183a	attentive	H7181	hbo:7181#_nosense		similar	prior	0.5
H7184	hbo:7184#1	jugs	H4518	hbo:4518#1	bowls	similar	high	1.0
H7184	hbo:7184#1	jugs	H4219	hbo:4219#1	bowls	similar	high	0.998
H7184	hbo:7184#1	jugs	H7086	hbo:7086#1	[was].a.dish	similar	high	0.879
H7185	hbo:7185#1	they.stiffened	H3513	hbo:3513#1	it.was.heavy	similar	prior	0.5
H7185	hbo:7185#1	they.stiffened	H3513	hbo:3513#2	he.made.unresponsive	similar	prior	0.5
H7185	hbo:7185#1	they.stiffened	H3513	hbo:3513#_nosense		similar	prior	0.5
H7185	hbo:7185#1	they.stiffened	H3513	hbo:3513#3	glorious	similar	prior	0.5
H7185	hbo:7185#1	they.stiffened	H3513	hbo:3513#4	people.honor	similar	prior	0.5
H7185	hbo:7185#1	they.stiffened	H5637	hbo:5637#1	stubborn	similar	prior	0.5
H7185	hbo:7185#1	they.stiffened	H5637	hbo:5637#2	rebellious	similar	prior	0.5
H7185	hbo:7185#1	they.stiffened	H7186	hbo:7186#1	hard	similar	prior	0.5
H7185	hbo:7185#1	they.stiffened	H7186	hbo:7186#2	stiff	similar	prior	0.5
H7185	hbo:7185#1	they.stiffened	H7190	hbo:7190	the.stubbornness	similar	prior	0.5
H7185	hbo:7185#1	they.stiffened	H7503	hbo:7503#1	refrain	antonym	recall	0.425
H7185	hbo:7185#1	they.stiffened	H7401	hbo:7401#2	it.was.soft	antonym	recall	0.408
H7186	hbo:7186#1	hard	H3515	hbo:3515#1	heavy	similar	high	0.71
H7186	hbo:7186#1	hard	H7190	hbo:7190	the.stubbornness	similar	prior	0.5
H7186	hbo:7186#1	hard	H7390	hbo:7390#1	weak	antonym	recall	0.376
H7186	hbo:7186#2	stiff	H3515	hbo:3515#1	heavy	similar	high	0.598
H7186	hbo:7186#2	stiff	H7190	hbo:7190	the.stubbornness	similar	prior	0.5
H7194	hbo:7194#1	he.conspired	H7195	hbo:7195#1	conspiracy	similar	high	1.0
H7194	hbo:7194#1	he.conspired	H7195	hbo:7195#2	treason	similar	prior	0.5
H7194	hbo:7194#1	he.conspired	H6586	hbo:6586#_nosense		similar	prior	0.5
H7194	hbo:7194#1	he.conspired	H4776	hbo:4776	rebellion	similar	prior	0.5
H7194	hbo:7194#1	he.conspired	H7196	hbo:7196	sashes	similar	prior	0.5
H7194	hbo:7194#2	people.conspired	H7195	hbo:7195#1	conspiracy	similar	high	0.973
H7194	hbo:7194#2	people.conspired	H7195	hbo:7195#2	treason	similar	prior	0.5
H7194	hbo:7194#2	people.conspired	H6586	hbo:6586#_nosense		similar	prior	0.5
H7194	hbo:7194#2	people.conspired	H4776	hbo:4776	rebellion	similar	prior	0.5
H7194	hbo:7194#2	people.conspired	H7196	hbo:7196	sashes	similar	prior	0.5
H7194	hbo:7194#_nosense		H7195	hbo:7195#1	conspiracy	similar	prior	0.5
H7194	hbo:7194#_nosense		H7195	hbo:7195#2	treason	similar	prior	0.5
H7194	hbo:7194#_nosense		H6586	hbo:6586#_nosense		similar	prior	0.5
H7194	hbo:7194#_nosense		H4776	hbo:4776	rebellion	similar	prior	0.5
H7194	hbo:7194#_nosense		H7196	hbo:7196	sashes	similar	prior	0.5
H7195	hbo:7195#1	conspiracy	H7194	hbo:7194#1	he.conspired	similar	high	1.0
H7195	hbo:7195#1	conspiracy	H7194	hbo:7194#2	people.conspired	similar	high	0.973
H7195	hbo:7195#1	conspiracy	H6586	hbo:6586#_nosense		similar	prior	0.5
H7195	hbo:7195#1	conspiracy	H4776	hbo:4776	rebellion	similar	prior	0.5
H7195	hbo:7195#1	conspiracy	H7196	hbo:7196	sashes	similar	prior	0.5
H7195	hbo:7195#2	treason	H6586	hbo:6586#_nosense		similar	prior	0.5
H7195	hbo:7195#2	treason	H4776	hbo:4776	rebellion	similar	prior	0.5
H7195	hbo:7195#2	treason	H7196	hbo:7196	sashes	similar	prior	0.5
H7197	hbo:7197#1	gathering	H0622	hbo:0622#1	they.gathered	similar	prior	0.5
H7197	hbo:7197#1	gathering	H0622	hbo:0622#3	[am].about.to.be.gathered	similar	prior	0.5
H7197	hbo:7197#1	gathering	H0622	hbo:0622#_nosense		similar	prior	0.5
H7197	hbo:7197#1	gathering	H0622	hbo:0622#2	[who.was].receiving	similar	prior	0.5
H7197	hbo:7197#1	gathering	H0622	hbo:0622#4	fully.(be.gathered)	similar	prior	0.5
H7197	hbo:7197#1	gathering	H6908	hbo:6908#1	I.will.gather	similar	prior	0.5
H7197	hbo:7197#1	gathering	H6908	hbo:6908#_nosense		similar	prior	0.5
H7197	hbo:7197#1	gathering	H7179	hbo:7179#1	chaff	similar	prior	0.5
H7198	hbo:7198#1	bow	H2671	hbo:2671#1	arrows	similar	high	0.815
H7198	hbo:7198#1	bow	H1869	hbo:1869#1	it.will.tread	similar	high	0.699
H7198	hbo:7198#1	bow	H0827	hbo:0827#1	quiver	similar	high	0.63
H7198	hbo:7198#1	bow	H3384	hbo:3384b#_nosense		similar	prior	0.5
H7198	hbo:7198#1	bow	H3384	hbo:3384b#1	teach	similar	prior	0.5
H7198	hbo:7198#1	bow	H3384	hbo:3384#_nosense		similar	prior	0.5
H7198	hbo:7198#1	bow	H3384	hbo:3384#3	he.shot	similar	prior	0.5
H7198	hbo:7198#1	bow	H7199	hbo:7199	a.bowman	similar	prior	0.5
H7200	hbo:7200#1	see	H5027	hbo:5027#1	look	similar	high	1.0
H7200	hbo:7200#_nosense		H5027	hbo:5027#1	look	similar	high	1.0
H7201	hbo:7201	kite	H1675	hbo:1675#1	it.swoops.down	similar	prior	0.5
H7201	hbo:7201	kite	H1772	hbo:1772	kite	similar	prior	0.5
H7202	hbo:7202	see	H7200	hbo:7200#1	see	similar	prior	0.5
H7202	hbo:7202	see	H7200	hbo:7200#_nosense		similar	prior	0.5
H7202	hbo:7202	see	H7200	hbo:7200#2	[am].about.to.show	similar	prior	0.5
H7202	hbo:7202	see	H4759	hbo:4759#1	vision	similar	prior	0.5
H7202	hbo:7202	see	H7210	hbo:7210	of.appearance	similar	prior	0.5
H7202	hbo:7202	see	H7203	hbo:7203#1	seer	similar	prior	0.5
H7202	hbo:7202	see	H7209	hbo:7209	a.mirror	similar	prior	0.5
H7203	hbo:7203#1	seer	H2374	hbo:2374#1	seer	similar	high	1.0
H7203	hbo:7203#1	seer	H5030	hbo:5030#1	prophet	similar	high	0.878
H7203	hbo:7203#1	seer	H7209	hbo:7209	a.mirror	similar	prior	0.5
H7203	hbo:7203#1	seer	H7210	hbo:7210	of.appearance	similar	prior	0.5
H7203	hbo:7203#1	seer	H7200	hbo:7200#1	see	similar	prior	0.5
H7203	hbo:7203#1	seer	H7200	hbo:7200#_nosense		similar	prior	0.5
H7203	hbo:7203#1	seer	H7200	hbo:7200#2	[am].about.to.show	similar	prior	0.5
H7206	hbo:7206#1	Reubenite[s]	H1425	hbo:1425#1	Gadite[s]	similar	high	1.0
H7206	hbo:7206#1	Reubenite[s]	H2677	hbo:2677#1	the.half	similar	high	0.918
H7206	hbo:7206#1	Reubenite[s]	H7626	hbo:7626#1	the.tribes	similar	high	0.898
H7207	hbo:7207	the.sight	H7209	hbo:7209	a.mirror	similar	prior	0.5
H7207	hbo:7207	the.sight	H4758	hbo:4758#1	appearance	similar	prior	0.5
H7207	hbo:7207	the.sight	H4759	hbo:4759#1	vision	similar	prior	0.5
H7207	hbo:7207	the.sight	H7200	hbo:7200#1	see	similar	prior	0.5
H7207	hbo:7207	the.sight	H7200	hbo:7200#_nosense		similar	prior	0.5
H7207	hbo:7207	the.sight	H7200	hbo:7200#2	[am].about.to.show	similar	prior	0.5
H7207	hbo:7207	the.sight	H7210	hbo:7210	of.appearance	similar	prior	0.5
H7207	hbo:7207	the.sight	H7203	hbo:7203#1	seer	similar	prior	0.5
H7207	hbo:7207	the.sight	H7202	hbo:7202	see	similar	prior	0.5
H7209	hbo:7209	a.mirror	H7200	hbo:7200#1	see	similar	prior	0.5
H7209	hbo:7209	a.mirror	H7200	hbo:7200#_nosense		similar	prior	0.5
H7209	hbo:7209	a.mirror	H7200	hbo:7200#2	[am].about.to.show	similar	prior	0.5
H7210	hbo:7210	of.appearance	H5869	hbo:5869#1	eyes	similar	prior	0.5
H7210	hbo:7210	of.appearance	H7200	hbo:7200#1	see	similar	prior	0.5
H7210	hbo:7210	of.appearance	H7200	hbo:7200#_nosense		similar	prior	0.5
H7210	hbo:7210	of.appearance	H7200	hbo:7200#2	[am].about.to.show	similar	prior	0.5
H7210	hbo:7210	of.appearance	H7209	hbo:7209	a.mirror	similar	prior	0.5
H7214	hbo:7214#1	of.a.wild.ox	H7215	hbo:7215	corals	similar	prior	0.5
H7214	hbo:7214#1	of.a.wild.ox	H7213	hbo:7213	it.will.rise	similar	prior	0.5
H7214	hbo:7214#2	of.wild.oxen	H7215	hbo:7215	corals	similar	prior	0.5
H7214	hbo:7214#2	of.wild.oxen	H7213	hbo:7213	it.will.rise	similar	prior	0.5
H7215	hbo:7215	corals	H7213	hbo:7213	it.will.rise	similar	prior	0.5
H7218	hbo:7218#1	head	H5387	hbo:5387#1	prince	similar	high	0.84
H7218	hbo:7218#1	head	H8269	hbo:8269#1	officials	similar	high	0.779
H7218	hbo:7218#1	head	H7991	hbo:7991#1	officers	similar	high	0.696
H7218	hbo:7218#1	head	H2205	hbo:2205#1	the.elders	similar	high	0.67
H7218	hbo:7218#1	head	H6438	hbo:6438#1	the.corners	similar	prior	0.5
H7218	hbo:7218#1	head	H7225	hbo:7225#1	the.beginning	similar	prior	0.5
H7218	hbo:7218#1	head	H2205	hbo:2205#_nosense		similar	prior	0.5
H7218	hbo:7218#1	head	H4696	hbo:4696#1	forehead	similar	prior	0.5
H7218	hbo:7218#1	head	H4763	hbo:4763	place.of.his.head	similar	prior	0.5
H7218	hbo:7218#1	head	H7222	hbo:7222	top	similar	prior	0.5
H7218	hbo:7218#2	[the].best	H6438	hbo:6438#1	the.corners	similar	prior	0.5
H7218	hbo:7218#2	[the].best	H7225	hbo:7225#1	the.beginning	similar	prior	0.5
H7218	hbo:7218#2	[the].best	H2205	hbo:2205#1	the.elders	similar	prior	0.5
H7218	hbo:7218#2	[the].best	H2205	hbo:2205#_nosense		similar	prior	0.5
H7218	hbo:7218#2	[the].best	H4696	hbo:4696#1	forehead	similar	prior	0.5
H7218	hbo:7218#2	[the].best	H6936	hbo:6936#1	the.crown.of.the.head	similar	prior	0.5
H7218	hbo:7218#2	[the].best	H8269	hbo:8269#1	officials	similar	prior	0.5
H7218	hbo:7218#2	[the].best	H7991	hbo:7991#1	officers	similar	prior	0.5
H7218	hbo:7218#2	[the].best	H4763	hbo:4763	place.of.his.head	similar	prior	0.5
H7218	hbo:7218#2	[the].best	H7222	hbo:7222	top	similar	prior	0.5
H7218	hbo:7218#_nosense		H6438	hbo:6438#1	the.corners	similar	prior	0.5
H7218	hbo:7218#_nosense		H7225	hbo:7225#1	the.beginning	similar	prior	0.5
H7218	hbo:7218#_nosense		H2205	hbo:2205#1	the.elders	similar	prior	0.5
H7218	hbo:7218#_nosense		H2205	hbo:2205#_nosense		similar	prior	0.5
H7218	hbo:7218#_nosense		H4696	hbo:4696#1	forehead	similar	prior	0.5
H7218	hbo:7218#_nosense		H6936	hbo:6936#1	the.crown.of.the.head	similar	prior	0.5
H7218	hbo:7218#_nosense		H8269	hbo:8269#1	officials	similar	prior	0.5
H7218	hbo:7218#_nosense		H7991	hbo:7991#1	officers	similar	prior	0.5
H7218	hbo:7218#_nosense		H4763	hbo:4763	place.of.his.head	similar	prior	0.5
H7218	hbo:7218#_nosense		H7222	hbo:7222	top	similar	prior	0.5
H7221	hbo:7221	than	H7222	hbo:7222	top	similar	prior	0.5
H7221	hbo:7221	than	H7223	hbo:7223#_nosense		similar	prior	0.5
H7221	hbo:7221	than	H7223	hbo:7223#1	first	similar	prior	0.5
H7221	hbo:7221	than	H7225	hbo:7225#1	the.beginning	similar	prior	0.5
H7221	hbo:7221	than	H7218	hbo:7218#1	head	similar	prior	0.5
H7221	hbo:7221	than	H7218	hbo:7218#2	[the].best	similar	prior	0.5
H7221	hbo:7221	than	H7218	hbo:7218#_nosense		similar	prior	0.5
H7221	hbo:7221	than	H4763	hbo:4763	place.of.his.head	similar	prior	0.5
H7222	hbo:7222	top	H7225	hbo:7225#1	the.beginning	similar	prior	0.5
H7223	hbo:7223#1	first	H0314	hbo:0314#1	latter	antonym	recall	0.627
H7223	hbo:7223#1	first	H1067	hbo:1067#1	firstborn	similar	prior	0.5
H7223	hbo:7223#1	first	H7218	hbo:7218#1	head	similar	prior	0.5
H7223	hbo:7223#1	first	H7218	hbo:7218#2	[the].best	similar	prior	0.5
H7223	hbo:7223#1	first	H7218	hbo:7218#_nosense		similar	prior	0.5
H7223	hbo:7223#1	first	H4763	hbo:4763	place.of.his.head	similar	prior	0.5
H7223	hbo:7223#1	first	H7225	hbo:7225#1	the.beginning	similar	prior	0.5
H7223	hbo:7223#1	first	H7222	hbo:7222	top	similar	prior	0.5
H7223	hbo:7223#_nosense		H7218	hbo:7218#1	head	similar	high	0.724
H7223	hbo:7223#_nosense		H1067	hbo:1067#1	firstborn	similar	prior	0.5
H7223	hbo:7223#_nosense		H7218	hbo:7218#2	[the].best	similar	prior	0.5
H7223	hbo:7223#_nosense		H7218	hbo:7218#_nosense		similar	prior	0.5
H7223	hbo:7223#_nosense		H4763	hbo:4763	place.of.his.head	similar	prior	0.5
H7223	hbo:7223#_nosense		H7225	hbo:7225#1	the.beginning	similar	prior	0.5
H7223	hbo:7223#_nosense		H7222	hbo:7222	top	similar	prior	0.5
H7225	hbo:7225#1	the.beginning	H1061	hbo:1061#1	the.first-fruits	similar	high	0.82
H7225	hbo:7225#1	the.beginning	H2490	hbo:2490#1	he.began	similar	prior	0.5
H7225	hbo:7225#1	the.beginning	H2490	hbo:2490#_nosense		similar	prior	0.5
H7225	hbo:7225#1	the.beginning	H2490	hbo:2490#2	[those	similar	prior	0.5
H7225	hbo:7225#1	the.beginning	H8462	hbo:8462#1	beginning	similar	prior	0.5
H7225	hbo:7225#1	the.beginning	H4395	hbo:4395#1	produce	similar	prior	0.5
H7227	hbo:7227#1	many	H6099	hbo:6099#1	mighty	similar	high	1.0
H7227	hbo:7227#1	many	H7230	hbo:7230#1	abundance	similar	high	0.951
H7227	hbo:7227#1	many	H1419	hbo:1419#1	great	similar	high	0.699
H7227	hbo:7227#1	many	H4392	hbo:4392#_nosense		similar	prior	0.5
H7227	hbo:7227#1	many	H7241	hbo:7241#1	showers	similar	prior	0.5
H7227	hbo:7227#1	many	H7231	hbo:7231	they.are.many	similar	prior	0.5
H7227	hbo:7227#1	many	H3799	hbo:3799	[is].stained	similar	prior	0.5
H7227	hbo:7227#1	many	H7232	hbo:7232	they.shot	similar	prior	0.5
H7227	hbo:7227#1	many	H3800	hbo:3800#1	gold	similar	prior	0.5
H7227	hbo:7227#1	many	H4592	hbo:4592#1	a.little	antonym	recall	0.427
H7227	hbo:7227#_nosense		H6099	hbo:6099#1	mighty	similar	high	0.723
H7227	hbo:7227#_nosense		H7230	hbo:7230#1	abundance	similar	prior	0.5
H7227	hbo:7227#_nosense		H4392	hbo:4392#_nosense		similar	prior	0.5
H7227	hbo:7227#_nosense		H7241	hbo:7241#1	showers	similar	prior	0.5
H7227	hbo:7227#_nosense		H7231	hbo:7231	they.are.many	similar	prior	0.5
H7227	hbo:7227#_nosense		H3799	hbo:3799	[is].stained	similar	prior	0.5
H7227	hbo:7227#_nosense		H7232	hbo:7232	they.shot	similar	prior	0.5
H7227	hbo:7227#_nosense		H3800	hbo:3800#1	gold	similar	prior	0.5
H7227	hbo:7227a#1	[the].chief	H7230	hbo:7230#1	abundance	similar	prior	0.5
H7227	hbo:7227a#1	[the].chief	H4392	hbo:4392#_nosense		similar	prior	0.5
H7227	hbo:7227a#1	[the].chief	H6099	hbo:6099#1	mighty	similar	prior	0.5
H7227	hbo:7227a#1	[the].chief	H7241	hbo:7241#1	showers	similar	prior	0.5
H7227	hbo:7227a#1	[the].chief	H7231	hbo:7231	they.are.many	similar	prior	0.5
H7227	hbo:7227a#1	[the].chief	H3799	hbo:3799	[is].stained	similar	prior	0.5
H7227	hbo:7227a#1	[the].chief	H7232	hbo:7232	they.shot	similar	prior	0.5
H7227	hbo:7227a#1	[the].chief	H3800	hbo:3800#1	gold	similar	prior	0.5
H7228	hbo:7228	archers	H7232	hbo:7232	they.shot	similar	prior	0.5
H7229	hbo:7229	great	H7690	hbo:7690#1	exceedingly	similar	prior	0.5
H7230	hbo:7230#1	abundance	H7227	hbo:7227#1	many	similar	high	0.951
H7230	hbo:7230#1	abundance	H1433	hbo:1433#1	greatness	similar	high	0.557
H7230	hbo:7230#1	abundance	H6108	hbo:6108	the.might	similar	prior	0.5
H7231	hbo:7231	they.are.many	H1431	hbo:1431#2	they.had.grown.up	similar	prior	0.5
H7231	hbo:7231	they.are.many	H1431	hbo:1431#1	he.grew.up	similar	prior	0.5
H7231	hbo:7231	they.are.many	H1431	hbo:1431#3	he.made.great	similar	prior	0.5
H7231	hbo:7231	they.are.many	H1431	hbo:1431#_nosense		similar	prior	0.5
H7231	hbo:7231	they.are.many	H6555	hbo:6555#1	he.urged	similar	prior	0.5
H7231	hbo:7231	they.are.many	H6555	hbo:6555#2	he.has.broken.through	similar	prior	0.5
H7231	hbo:7231	they.are.many	H6555	hbo:6555#_nosense		similar	prior	0.5
H7231	hbo:7231	they.are.many	H7241	hbo:7241#1	showers	similar	prior	0.5
H7231	hbo:7231	they.are.many	H7230	hbo:7230#1	abundance	similar	prior	0.5
H7231	hbo:7231	they.are.many	H3799	hbo:3799	[is].stained	similar	prior	0.5
H7231	hbo:7231	they.are.many	H3800	hbo:3800#1	gold	similar	prior	0.5
H7231	hbo:7231	they.are.many	H7232	hbo:7232	they.shot	similar	prior	0.5
H7232	hbo:7232	they.shot	H3384	hbo:3384b#_nosense		similar	prior	0.5
H7232	hbo:7232	they.shot	H3384	hbo:3384b#1	teach	similar	prior	0.5
H7232	hbo:7232	they.shot	H3384	hbo:3384#1	shoot	similar	prior	0.5
H7232	hbo:7232	they.shot	H3384	hbo:3384#_nosense		similar	prior	0.5
H7232	hbo:7232	they.shot	H3384	hbo:3384#2	archers	similar	prior	0.5
H7232	hbo:7232	they.shot	H3384	hbo:3384#3	he.shot	similar	prior	0.5
H7234	hbo:7234	I.have.spread	H4765	hbo:4765	coverings	similar	prior	0.5
H7235	hbo:7235#1	multiply	H6509	hbo:6509#1	be.fruitful	similar	high	0.844
H7235	hbo:7235#1	multiply	H3254	hbo:3254#1	he.repeated	similar	high	0.79
H7235	hbo:7235#1	multiply	H4591	hbo:4591#1	who].made.little	antonym	recall	0.667
H7235	hbo:7235#1	multiply	H1431	hbo:1431#2	they.had.grown.up	similar	prior	0.5
H7235	hbo:7235#1	multiply	H1431	hbo:1431#3	he.made.great	similar	prior	0.5
H7235	hbo:7235#1	multiply	H1431	hbo:1431#_nosense		similar	prior	0.5
H7235	hbo:7235#1	multiply	H4768	hbo:4768	part	similar	prior	0.5
H7235	hbo:7235#1	multiply	H1432	hbo:1432	growing.up	similar	prior	0.5
H7235	hbo:7235#1	multiply	H4766	hbo:4766	the.increase	similar	prior	0.5
H7235	hbo:7235#1	multiply	H4767	hbo:4767	much	similar	prior	0.5
H7235	hbo:7235#1	multiply	H8636	hbo:8636#1	usury	similar	prior	0.5
H7235	hbo:7235#1	multiply	H0697	hbo:0697#1	locust[s]	similar	prior	0.5
H7235	hbo:7235#1	multiply	H8635	hbo:8635	a.brood	similar	prior	0.5
H7235	hbo:7235#1	multiply	H1995	hbo:1995#1	multitude	similar	prior	0.5
H7235	hbo:7235#2	who].made.much	H6509	hbo:6509#1	be.fruitful	similar	high	0.969
H7235	hbo:7235#2	who].made.much	H1431	hbo:1431#1	he.grew.up	similar	prior	0.5
H7235	hbo:7235#2	who].made.much	H1431	hbo:1431#3	he.made.great	similar	prior	0.5
H7235	hbo:7235#2	who].made.much	H4768	hbo:4768	part	similar	prior	0.5
H7235	hbo:7235#2	who].made.much	H1432	hbo:1432	growing.up	similar	prior	0.5
H7235	hbo:7235#2	who].made.much	H4766	hbo:4766	the.increase	similar	prior	0.5
H7235	hbo:7235#2	who].made.much	H4767	hbo:4767	much	similar	prior	0.5
H7235	hbo:7235#2	who].made.much	H8636	hbo:8636#1	usury	similar	prior	0.5
H7235	hbo:7235#2	who].made.much	H0697	hbo:0697#1	locust[s]	similar	prior	0.5
H7235	hbo:7235#2	who].made.much	H8635	hbo:8635	a.brood	similar	prior	0.5
H7235	hbo:7235#2	who].made.much	H1995	hbo:1995#1	multitude	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H1431	hbo:1431#2	they.had.grown.up	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H1431	hbo:1431#1	he.grew.up	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H1431	hbo:1431#3	he.made.great	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H1431	hbo:1431#_nosense		similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H4768	hbo:4768	part	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H1432	hbo:1432	growing.up	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H4766	hbo:4766	the.increase	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H4767	hbo:4767	much	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H8636	hbo:8636#1	usury	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H0697	hbo:0697#1	locust[s]	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H8635	hbo:8635	a.brood	similar	prior	0.5
H7235	hbo:7235#3	to.be.many	H1995	hbo:1995#1	multitude	similar	prior	0.5
H7235	hbo:7235#_nosense		H1431	hbo:1431#2	they.had.grown.up	similar	prior	0.5
H7235	hbo:7235#_nosense		H1431	hbo:1431#1	he.grew.up	similar	prior	0.5
H7235	hbo:7235#_nosense		H1431	hbo:1431#3	he.made.great	similar	prior	0.5
H7235	hbo:7235#_nosense		H1431	hbo:1431#_nosense		similar	prior	0.5
H7235	hbo:7235#_nosense		H4768	hbo:4768	part	similar	prior	0.5
H7235	hbo:7235#_nosense		H1432	hbo:1432	growing.up	similar	prior	0.5
H7235	hbo:7235#_nosense		H4766	hbo:4766	the.increase	similar	prior	0.5
H7235	hbo:7235#_nosense		H4767	hbo:4767	much	similar	prior	0.5
H7235	hbo:7235#_nosense		H8636	hbo:8636#1	usury	similar	prior	0.5
H7235	hbo:7235#_nosense		H0697	hbo:0697#1	locust[s]	similar	prior	0.5
H7235	hbo:7235#_nosense		H8635	hbo:8635	a.brood	similar	prior	0.5
H7235	hbo:7235#_nosense		H1995	hbo:1995#1	multitude	similar	prior	0.5
H7238	hbo:7238#_nosense		H1420	hbo:1420#1	greatness	similar	prior	0.5
H7238	hbo:7238#_nosense		H7229	hbo:7229	great	similar	prior	0.5
H7238	hbo:7238#_nosense		H7236	hbo:7236	he.made.great	similar	prior	0.5
H7241	hbo:7241#1	showers	H4306	hbo:4306#1	rain	similar	prior	0.5
H7241	hbo:7241#1	showers	H1653	hbo:1653#1	rain	similar	prior	0.5
H7241	hbo:7241#1	showers	H4305	hbo:4305#1	he.rained.down	similar	prior	0.5
H7241	hbo:7241#1	showers	H4305	hbo:4305#2	I.sent.rain	similar	prior	0.5
H7241	hbo:7241#1	showers	H7230	hbo:7230#1	abundance	similar	prior	0.5
H7250	hbo:7250#1	lie	H7901	hbo:7901#1	he.lay.down	similar	prior	0.5
H7250	hbo:7250#1	lie	H7901	hbo:7901#_nosense		similar	prior	0.5
H7250	hbo:7250#1	lie	H7901	hbo:7901#2	rest	similar	prior	0.5
H7250	hbo:7250#1	lie	H7252	hbo:7252	my.lying	similar	prior	0.5
H7251	hbo:7251#1	square	H7253	hbo:7253#1	sides	similar	prior	0.5
H7251	hbo:7251#1	square	H7256	hbo:7256#1	a.fourth.generation	similar	prior	0.5
H7251	hbo:7251#1	square	H7255	hbo:7255	the.fourth.part	similar	prior	0.5
H7253	hbo:7253#1	sides	H2677	hbo:2677#1	the.half	similar	prior	0.5
H7253	hbo:7253#1	sides	H2677	hbo:2677#_nosense		similar	prior	0.5
H7253	hbo:7253#1	sides	H7256	hbo:7256#1	a.fourth.generation	similar	prior	0.5
H7253	hbo:7253#1	sides	H7255	hbo:7255	the.fourth.part	similar	prior	0.5
H7255	hbo:7255	the.fourth.part	H7256	hbo:7256#1	a.fourth.generation	similar	prior	0.5
H7256	hbo:7256#1	a.fourth.generation	H8029	hbo:8029#1	a.third.generation	similar	high	1.0
H7257	hbo:7257#1	they.will.lie.down	H3427	hbo:3427#2	O.[you.who].dwell	similar	high	0.693
H7257	hbo:7257#1	they.will.lie.down	H3427	hbo:3427#1	the.inhabitants	similar	prior	0.5
H7257	hbo:7257#1	they.will.lie.down	H3427	hbo:3427#_nosense		similar	prior	0.5
H7257	hbo:7257#1	they.will.lie.down	H7901	hbo:7901#1	he.lay.down	similar	prior	0.5
H7257	hbo:7257#1	they.will.lie.down	H7901	hbo:7901#_nosense		similar	prior	0.5
H7257	hbo:7257#1	they.will.lie.down	H7901	hbo:7901#2	rest	similar	prior	0.5
H7257	hbo:7257#1	they.will.lie.down	H4769	hbo:4769	a.resting.place	similar	prior	0.5
H7257	hbo:7257#_nosense		H3427	hbo:3427#1	the.inhabitants	similar	prior	0.5
H7257	hbo:7257#_nosense		H3427	hbo:3427#_nosense		similar	prior	0.5
