# semantic field per Strong's (high+prior tiers, rolled from lexeme neighbors); CC0
strong	neighbor	neighbor_gloss	relation	confidence	score
H7599	H8252	quiet	similar	prior	0.5
H7599	H7600	secure	similar	prior	0.5
H7600	H7961	at ease	similar	prior	0.5
H7602	H1104	swallow up	similar	high	0.572
H7603	H2557	leaven	similar	high	0.927
H7603	H4682	unleavened bread	antonym	recall	0.473
H7604	H3498	remain	similar	high	0.925
H7604	H6413	survivor	similar	high	0.765
H7604	H6412	survivor	similar	high	0.622
H7605	H7611	remnant	similar	high	1.0
H7605	H3499	remainder	similar	high	0.806
H7605	H7604	remain	similar	prior	0.5
H7607	H1320	flesh	similar	high	0.794
H7608	H7607	flesh	similar	prior	0.5
H7611	H7605	remnant	similar	high	1.0
H7611	H6413	survivor	similar	high	0.818
H7611	H8300	survivor	similar	prior	0.5
H7611	H3499	remainder	similar	prior	0.5
H7611	H7604	remain	similar	prior	0.5
H7611	H7892	song	similar	prior	0.5
H7611	H7891	sing	similar	prior	0.5
H7612	H7588	roar	similar	prior	0.5
H7612	H7591	ruin	similar	prior	0.5
H7612	H7582	crash	similar	prior	0.5
H7613	H1420	greatness	similar	prior	0.5
H7613	H1346	pride	similar	prior	0.5
H7613	H1431	magnify	similar	prior	0.5
H7613	H1347	pride	similar	prior	0.5
H7613	H4853	burden	similar	prior	0.5
H7613	H4864	tribute	similar	prior	0.5
H7613	H4858	smoke	similar	prior	0.5
H7613	H5375	lift	similar	prior	0.5
H7613	H5387	leader	similar	prior	0.5
H7613	H7863	loftiness	similar	prior	0.5
H7617	H7628	captivity	similar	high	0.956
H7617	H7758	barefoot	similar	prior	0.5
H7617	H3920	capture	similar	prior	0.5
H7617	H7618	agate	similar	prior	0.5
H7617	H7622	captivity	similar	prior	0.5
H7618	H7628	captivity	similar	prior	0.5
H7618	H7622	captivity	similar	prior	0.5
H7620	H3117	day	similar	high	0.668
H7620	H8141	year	similar	high	0.651
H7620	H2320	month	similar	high	0.629
H7621	H7650	swear	similar	high	0.804
H7621	H0423	oath	similar	high	0.774
H7621	H5088	vow	similar	high	0.601
H7621	H1285	covenant	similar	high	0.596
H7621	H5087	vow	similar	prior	0.5
H7621	H7620	Weeks	similar	prior	0.5
H7622	H7628	captivity	similar	high	0.971
H7622	H1546	captivity	similar	high	0.701
H7624	H7623	soothe	similar	prior	0.5
H7626	H4294	tribe	similar	high	0.99
H7626	H1425	Gad	similar	high	0.905
H7626	H7206	Reubenite	similar	high	0.898
H7626	H4940	family	similar	prior	0.5
H7626	H4731	rod	similar	prior	0.5
H7626	H1471	nation	similar	prior	0.5
H7626	H8275	scepter	similar	prior	0.5
H7626	H3678	throne	similar	prior	0.5
H7628	H7633	captive	similar	high	1.0
H7628	H7622	captivity	similar	high	0.971
H7628	H7617	take captive	similar	high	0.956
H7628	H1473	captivity	similar	high	0.742
H7633	H7628	captivity	similar	high	1.0
H7633	H7622	captivity	similar	prior	0.5
H7633	H1473	captivity	similar	prior	0.5
H7633	H7618	agate	similar	prior	0.5
H7633	H7617	take captive	similar	prior	0.5
H7639	H3914	wreath	similar	prior	0.5
H7639	H7730	thicket	similar	prior	0.5
H7640	H7635	path	similar	prior	0.5
H7641	H7858	flood	similar	prior	0.5
H7641	H1715	grain	similar	prior	0.5
H7641	H7635	path	similar	prior	0.5
H7641	H7640	skirt	similar	prior	0.5
H7642	H1101	mix	similar	prior	0.5
H7646	H7456	be hungry	antonym	recall	0.731
H7646	H5606	slap	similar	prior	0.5
H7646	H4390	fill	similar	prior	0.5
H7646	H7653	fullness	similar	prior	0.5
H7647	H7458	famine	antonym	recall	0.576
H7647	H7646	satisfy	similar	prior	0.5
H7647	H1995	crowd	similar	prior	0.5
H7647	H7230	abundance	similar	prior	0.5
H7647	H7654	satiety	similar	prior	0.5
H7647	H7649	sated	similar	prior	0.5
H7647	H7653	fullness	similar	prior	0.5
H7648	H7646	satisfy	similar	high	0.884
H7648	H4390	fill	similar	prior	0.5
H7648	H7653	fullness	similar	prior	0.5
H7648	H7654	satiety	similar	prior	0.5
H7648	H7649	sated	similar	prior	0.5
H7648	H7647	abundance	similar	prior	0.5
H7649	H7646	satisfy	similar	prior	0.5
H7649	H4390	fill	similar	prior	0.5
H7649	H7654	satiety	similar	prior	0.5
H7649	H7653	fullness	similar	prior	0.5
H7650	H7621	oath	similar	high	0.804
H7650	H5087	vow	similar	high	0.642
H7650	H0423	oath	similar	high	0.624
H7650	H0422	swear	similar	prior	0.5
H7650	H5088	vow	similar	prior	0.5
H7650	H7620	Weeks	similar	prior	0.5
H7654	H7646	satisfy	similar	prior	0.5
H7654	H7653	fullness	similar	prior	0.5
H7656	H7653	fullness	similar	prior	0.5
H7656	H7654	satiety	similar	prior	0.5
H7660	H8665	checkered	similar	prior	0.5
H7660	H7661	agony	similar	prior	0.5
H7660	H4865	filigree	similar	prior	0.5
H7661	H4865	filigree	similar	prior	0.5
H7663	H3176	wait	similar	prior	0.5
H7663	H7664	hope	similar	prior	0.5
H7665	H2865	to be dismayed	similar	high	0.611
H7665	H2388	strengthen	antonym	recall	0.519
H7665	H4866	birth	similar	prior	0.5
H7666	H7665	break	similar	prior	0.5
H7666	H7670	breaking	similar	prior	0.5
H7666	H4866	birth	similar	prior	0.5
H7666	H7667	breaking	similar	prior	0.5
H7667	H6556	breach	similar	prior	0.5
H7667	H6365	disaster	similar	prior	0.5
H7667	H7665	break	similar	prior	0.5
H7667	H7670	breaking	similar	prior	0.5
H7667	H4866	birth	similar	prior	0.5
H7668	H4866	birth	similar	prior	0.5
H7668	H7670	breaking	similar	prior	0.5
H7668	H7665	break	similar	prior	0.5
H7668	H7667	breaking	similar	prior	0.5
H7670	H4866	birth	similar	prior	0.5
H7670	H7665	break	similar	prior	0.5
H7673	H7676	Sabbath	similar	high	0.778
H7673	H7677	sabbath observance	similar	high	0.655
H7673	H7674	cessation	similar	prior	0.5
H7673	H2308	cease	similar	prior	0.5
H7673	H5117	rest	similar	prior	0.5
H7673	H2310	rejected	similar	prior	0.5
H7674	H7677	sabbath observance	similar	prior	0.5
H7675	H3427	dwell	similar	prior	0.5
H7676	H7677	sabbath observance	similar	high	1.0
H7676	H7673	cease	similar	high	0.778
H7676	H2282	feast	similar	high	0.729
H7676	H4150	meeting	similar	prior	0.5
H7676	H7674	cessation	similar	prior	0.5
H7676	H4868	annihilation	similar	prior	0.5
H7677	H7676	Sabbath	similar	high	1.0
H7677	H4496	Nohah	similar	prior	0.5
H7680	H7690	greatly	similar	prior	0.5
H7682	H4869	high refuge	similar	prior	0.5
H7683	H2398	sin	similar	prior	0.5
H7683	H8582	go astray	similar	prior	0.5
H7683	H7686	wander	similar	prior	0.5
H7684	H2398	sin	similar	prior	0.5
H7684	H6588	transgression	similar	prior	0.5
H7684	H5771	iniquity	similar	prior	0.5
H7684	H7686	wander	similar	prior	0.5
H7684	H7683	go astray	similar	prior	0.5
H7685	H6779	spring	similar	prior	0.5
H7685	H7679	grow great	similar	prior	0.5
H7685	H7689	great	similar	prior	0.5
H7686	H8582	go astray	similar	high	0.626
H7686	H2398	sin	similar	high	0.617
H7688	H7663	inspect	similar	prior	0.5
H7688	H5027	look	similar	prior	0.5
H7689	H7679	grow great	similar	prior	0.5
H7691	H7686	wander	similar	prior	0.5
H7697	H1947	madness	similar	prior	0.5
H7697	H1984	shine	similar	prior	0.5
H7697	H7696	be mad	similar	prior	0.5
H7698	H1060	firstborn	similar	prior	0.5
H7699	H1717	breast	similar	high	0.693
H7700	H7699	breast	similar	prior	0.5
H7700	H1717	breast	similar	prior	0.5
H7701	H2555	violence	similar	high	0.801
H7701	H2721	drought	similar	high	0.701
H7701	H7722	ravage	similar	prior	0.5
H7701	H8047	horror	similar	prior	0.5
H7701	H1498	robbery	similar	prior	0.5
H7701	H1500	violence	similar	prior	0.5
H7701	H1717	breast	similar	prior	0.5
H7701	H7699	breast	similar	prior	0.5
H7701	H7700	demon	similar	prior	0.5
H7703	H1497	plunder	similar	prior	0.5
H7704	H0127	land	similar	high	0.76
H7704	H8525	furrow	similar	high	0.746
H7704	H3754	vineyard	similar	high	0.739
H7704	H2513	portion	similar	high	0.653
H7704	H2351	outside	similar	prior	0.5
H7704	H3759	plantation	similar	prior	0.5
H7705	H7699	breast	similar	prior	0.5
H7709	H7704	Sirion	similar	prior	0.5
H7710	H8127	tooth	similar	prior	0.5
H7711	H3420	mildew	similar	high	1.0
H7711	H2625	locust	similar	high	0.872
H7711	H0697	locust	similar	high	0.589
H7711	H7710	scorch	similar	prior	0.5
H7713	H5468	order	similar	prior	0.5
H7716	H3775	sheep	similar	high	1.0
H7716	H5795	goat	similar	high	0.75
H7716	H6842	male goat	similar	prior	0.5
H7716	H0352	ram	similar	prior	0.5
H7716	H3535	ewe-lamb	similar	prior	0.5
H7716	H6629	flock	similar	prior	0.5
H7718	H4394	setting	similar	high	1.0
H7718	H5306	emerald	similar	high	0.891
H7718	H3471	jasper	similar	high	0.883
H7718	H3095	jasper	similar	high	0.868
H7718	H1304	gem	similar	prior	0.5
H7718	H5340	shine	similar	prior	0.5
H7722	H4875	desolation	similar	high	1.0
H7722	H1942	desire	similar	prior	0.5
H7722	H1943	misfortune	similar	prior	0.5
H7722	H7451	bad	similar	prior	0.5
H7722	H8047	horror	similar	prior	0.5
H7723	H8267	deception	similar	high	0.922
H7723	H0205	evil	similar	high	0.693
H7723	H1892	vanity	similar	prior	0.5
H7723	H7386	worthless	similar	prior	0.5
H7725	H6437	turn	similar	high	0.875
H7725	H1980	go	similar	high	0.843
H7725	H1580	wean	similar	prior	0.5
H7725	H8421	return	similar	prior	0.5
H7725	H5437	turn	similar	prior	0.5
H7725	H5493	turn aside	similar	prior	0.5
H7725	H7726	turning back	similar	prior	0.5
H7725	H7728	backsliding	similar	prior	0.5
H7725	H7870	captivity	similar	prior	0.5
H7725	H7729	returning	similar	prior	0.5
H7725	H3427	dwell	similar	prior	0.5
H7726	H7729	returning	similar	prior	0.5
H7726	H7728	backsliding	similar	prior	0.5
H7729	H7728	backsliding	similar	prior	0.5
H7745	H7882	pit	similar	prior	0.5
H7751	H8264	rush	similar	prior	0.5
H7751	H5437	turn	similar	prior	0.5
H7751	H7752	whip	similar	prior	0.5
H7751	H7850	scourge	similar	prior	0.5
H7753	H4881	hedge	similar	prior	0.5
H7760	H7896	set	similar	high	0.814
H7760	H5414	give	similar	high	0.762
H7760	H6213	make	similar	high	0.652
H7760	H1413	cut	similar	prior	0.5
H7768	H2199	cry out	similar	prior	0.5
H7768	H7773	cry	similar	prior	0.5
H7768	H6817	cry	similar	prior	0.5
H7768	H7121	call	similar	prior	0.5
H7768	H7771	rich	similar	prior	0.5
H7773	H2199	cry out	similar	prior	0.5
H7773	H7771	rich	similar	prior	0.5
H7775	H6818	cry	similar	high	0.823
H7775	H2201	outcry	similar	high	0.693
H7775	H6682	outcry	similar	prior	0.5
H7775	H7440	cry	similar	prior	0.5
H7775	H7773	cry	similar	prior	0.5
H7775	H7771	rich	similar	prior	0.5
H7775	H7768	cry	similar	prior	0.5
H7776	H8577	jackal	similar	prior	0.5
H7776	H8565	dragon	similar	prior	0.5
H7778	H8104	keep	similar	prior	0.5
H7779	H4272	wound	similar	high	0.544
H7779	H1792	crush	similar	prior	0.5
H7782	H8643	shout	similar	high	1.0
H7782	H2689	trumpet	similar	high	0.767
H7782	H3104	jubilee	similar	high	0.61
H7783	H3409	thigh	similar	prior	0.5
H7783	H7784	street	similar	prior	0.5
H7783	H7785	leg	similar	prior	0.5
H7784	H7785	leg	similar	prior	0.5
H7785	H2373	breast	similar	high	1.0
H7785	H8573	wave offering	similar	high	0.966
H7788	H8670	present	similar	prior	0.5
H7789	H7200	see	similar	prior	0.5
H7790	H7789	see	similar	prior	0.5
H7794	H1241	cattle	similar	high	0.799
H7794	H2543	donkey	similar	high	0.761
H7794	H7214	wild ox	similar	prior	0.5
H7794	H6499	bullock	similar	prior	0.5
H7794	H8284	vine-row	similar	prior	0.5
H7794	H7791	wall	similar	prior	0.5
H7795	H7787	saw	similar	prior	0.5
H7797	H1523	rejoice	similar	high	1.0
H7797	H8055	rejoice	similar	high	1.0
H7799	H2261	crocus	similar	prior	0.5
H7806	H8336	alabaster	similar	prior	0.5
H7807	H7817	bow	similar	prior	0.5
H7807	H7808	thought	similar	prior	0.5
H7808	H7878	muse	similar	prior	0.5
H7808	H7881	meditation	similar	prior	0.5
H7809	H7810	bribe	similar	prior	0.5
H7810	H0899	treachery	similar	prior	0.5
H7811	H7813	swimming	similar	prior	0.5
H7812	H3766	bow	similar	high	0.926
H7812	H5647	serve	similar	high	0.914
H7812	H6915	bow	similar	high	0.894
H7814	H6670	cry out	similar	prior	0.5
H7814	H4890	laughing	similar	prior	0.5
H7815	H7838	black	similar	prior	0.5
H7815	H7835	be black	similar	prior	0.5
H7816	H7812	bow	similar	prior	0.5
H7817	H3721	bend	similar	high	0.839
H7817	H4355	sink	similar	prior	0.5
H7817	H5754	ruin	similar	prior	0.5
H7819	H2873	slaughter	similar	prior	0.5
H7819	H2076	sacrifice	similar	prior	0.5
H7819	H5221	smite	similar	prior	0.5
H7819	H7821	slaughtering	similar	prior	0.5
H7820	H3795	beaten	similar	prior	0.5
H7820	H7833	beat	similar	prior	0.5
H7820	H1792	crush	similar	prior	0.5
H7820	H7819	slaughter	similar	prior	0.5
H7820	H7821	slaughtering	similar	prior	0.5
H7822	H5061	plague	similar	high	0.775
H7822	H6883	leprosy	similar	high	0.73
H7822	H6482	wound	similar	prior	0.5
H7822	H4738	divination	similar	prior	0.5
H7825	H6354	pit	similar	prior	0.5
H7825	H7816	pit	similar	prior	0.5
H7825	H7812	bow	similar	prior	0.5
H7826	H3715	lion	similar	high	0.865
H7826	H3833	lion	similar	high	0.654
H7826	H5246	leopard	similar	prior	0.5
H7826	H6810	little	similar	prior	0.5
H7826	H0738	lion	similar	prior	0.5
H7826	H7827	onycha	similar	prior	0.5
H7828	H7829	illness	similar	prior	0.5
H7832	H4890	laughing	similar	prior	0.5
H7834	H5645	cloud	similar	high	0.99
H7834	H8064	heaven	similar	high	0.701
H7834	H7833	beat	similar	prior	0.5
H7835	H7838	black	similar	prior	0.5
H7837	H1242	morning	similar	high	0.751
H7837	H0215	light	similar	high	0.656
H7837	H4891	dawn	similar	prior	0.5
H7837	H7836	seek	similar	prior	0.5
H7839	H7815	blackness	similar	prior	0.5
H7839	H7835	be black	similar	prior	0.5
H7839	H7838	black	similar	prior	0.5
H7840	H7835	be black	similar	prior	0.5
H7840	H7839	dark hair	similar	prior	0.5
H7840	H7815	blackness	similar	prior	0.5
H7840	H7838	black	similar	prior	0.5
H7843	H8045	destroy	similar	high	0.923
H7843	H2040	overthrow	similar	high	0.751
H7845	H0953	pit	similar	prior	0.5
H7845	H6354	pit	similar	prior	0.5
H7845	H7882	pit	similar	prior	0.5
H7845	H7745	pit	similar	prior	0.5
H7846	H7750	swerve	similar	prior	0.5
H7847	H2181	fornicate	similar	prior	0.5
H7847	H5493	turn aside	similar	prior	0.5
H7847	H5186	stretch	similar	prior	0.5
H7847	H2048	mock	similar	prior	0.5
H7847	H3934	mocking	similar	prior	0.5
H7847	H7848	acacia	similar	prior	0.5
H7847	H3933	derision	similar	prior	0.5
H7847	H3932	mock	similar	prior	0.5
H7848	H1265	cypress	similar	prior	0.5
H7848	H3932	mock	similar	prior	0.5
H7849	H4894	spreading-place	similar	prior	0.5
H7850	H7752	whip	similar	prior	0.5
H7852	H6887	confine	similar	prior	0.5
H7852	H8130	hate	similar	prior	0.5
H7852	H4895	hatred	similar	prior	0.5
H7853	H7854	Satan	similar	prior	0.5
H7854	H4397	messenger	antonym	recall	0.692
H7855	H7854	Satan	similar	prior	0.5
H7855	H7853	oppose	similar	prior	0.5
H7857	H7858	flood	similar	high	0.864
H7857	H5140	flow	similar	high	0.571
H7857	H7364	wash	similar	prior	0.5
H7857	H3526	Washer's	similar	prior	0.5
H7857	H8241	overflowing	similar	prior	0.5
H7858	H7857	overflow	similar	high	0.864
H7860	H8269	ruler	similar	high	1.0
H7860	H5608	recount	similar	high	0.901
H7860	H6346	governor	similar	high	0.818
H7860	H6496	overseer	similar	high	0.791
H7860	H6485	reckon	similar	prior	0.5
H7860	H4896	rule	similar	prior	0.5
H7862	H4503	offering	similar	prior	0.5
H7862	H8641	contribution	similar	prior	0.5
H7862	H4979	gift	similar	prior	0.5
H7863	H4864	tribute	similar	prior	0.5
H7863	H4853	burden	similar	prior	0.5
H7867	H7869	age	similar	prior	0.5
H7867	H7872	greyheaded	similar	prior	0.5
H7869	H3453	aged	similar	prior	0.5
H7869	H2204	be old	similar	prior	0.5
H7869	H7872	greyheaded	similar	prior	0.5
H7870	H7729	returning	similar	prior	0.5
H7870	H7726	turning back	similar	prior	0.5
H7870	H7728	backsliding	similar	prior	0.5
H7871	H4186	seat	similar	prior	0.5
H7871	H8453	sojourner	similar	prior	0.5
H7871	H7675	seat	similar	prior	0.5
H7871	H3427	dwell	similar	prior	0.5
H7872	H2209	old age	similar	high	0.8
H7872	H2208	extreme age	similar	prior	0.5
H7872	H2205	old	similar	prior	0.5
H7873	H5509	dross	similar	prior	0.5
H7875	H7874	whitewash	similar	prior	0.5
H7876	H5388	forgetfulness	similar	prior	0.5
H7879	H8469	supplication	similar	prior	0.5
H7879	H7881	meditation	similar	prior	0.5
H7879	H7808	thought	similar	prior	0.5
H7879	H7878	muse	similar	prior	0.5
H7880	H6212	vegetation	similar	high	0.512
H7881	H1897	mutter	similar	high	0.67
H7881	H7878	muse	similar	prior	0.5
H7881	H7882	pit	similar	prior	0.5
H7885	H7850	scourge	similar	prior	0.5
H7885	H7752	whip	similar	prior	0.5
H7885	H7751	rove	similar	prior	0.5
H7885	H4880	oar	similar	prior	0.5
H7891	H7892	song	similar	high	1.0
H7891	H5059	play	similar	prior	0.5
H7891	H2167	sing	similar	prior	0.5
H7891	H8057	joy	similar	prior	0.5
H7892	H7891	sing	similar	high	1.0
H7892	H4210	melody	similar	high	0.858
H7892	H5058	music	similar	high	0.69
H7892	H2176	song	similar	prior	0.5
H7896	H7760	set	similar	high	0.814
H7896	H4635	row	similar	prior	0.5
H7896	H7898	thornbush	similar	prior	0.5
H7897	H7896	set	similar	prior	0.5
H7897	H7898	thornbush	similar	prior	0.5
H7899	H7905	spear	similar	prior	0.5
H7900	H5526	fence	similar	prior	0.5
H7901	H4904	bed	similar	high	0.809
H7901	H3331	lay	similar	prior	0.5
H7901	H7902	semen	similar	prior	0.5
H7903	H7250	mate	similar	prior	0.5
H7903	H2233	seed	similar	prior	0.5
H7903	H7901	lie down	similar	prior	0.5
H7908	H7909	childless	similar	prior	0.5
H7908	H7923	bereavement	similar	prior	0.5
H7908	H7921	be bereaved	similar	prior	0.5
H7909	H7923	bereavement	similar	prior	0.5
H7910	H3196	wine	similar	prior	0.5
H7910	H7937	be drunk	similar	prior	0.5
H7910	H8354	drink	similar	prior	0.5
H7910	H7941	strong drink	similar	prior	0.5
H7910	H7943	drunkenness	similar	prior	0.5
H7911	H2142	remember	antonym	recall	0.682
H7913	H7911	forget	similar	prior	0.5
H7914	H7907	heart	similar	prior	0.5
H7916	H7939	wages	similar	high	0.679
H7916	H7938	hire	similar	prior	0.5
H7919	H2449	be wise	similar	high	0.922
H7919	H6743	rush	similar	prior	0.5
H7921	H7235	multiply	antonym	recall	0.738
H7921	H7909	childless	similar	prior	0.5
H7921	H4191	die	similar	prior	0.5
H7921	H7923	bereavement	similar	prior	0.5
H7922	H1847	knowledge	similar	high	0.767
H7922	H8394	understanding	similar	high	0.74
H7922	H2451	wisdom	similar	high	0.639
H7922	H4093	knowledge	similar	prior	0.5
H7922	H6195	craftiness	similar	prior	0.5
H7922	H4905	Maskil	similar	prior	0.5
H7922	H7919	be prudent	similar	prior	0.5
H7924	H2451	wisdom	similar	prior	0.5
H7924	H7920	contemplate	similar	prior	0.5
H7925	H6965	kamai	similar	high	0.992
H7926	H1458	back	similar	prior	0.5
H7926	H3802	shoulder	similar	prior	0.5
H7926	H1460	back	similar	prior	0.5
H7926	H7925	rise	similar	prior	0.5
H7931	H1481	sojourn	similar	high	0.918
H7931	H3427	dwell	similar	high	0.699
H7931	H4186	seat	similar	prior	0.5
H7931	H5117	rest	similar	prior	0.5
H7931	H2583	camp	similar	prior	0.5
H7931	H7934	neighboring	similar	prior	0.5
H7931	H4908	tabernacle	similar	prior	0.5
H7931	H2416	alive	similar	prior	0.5
H7931	H1616	sojourner	similar	prior	0.5
H7931	H1615	chalk	similar	prior	0.5
H7931	H2417	living	similar	prior	0.5
H7931	H7932	dwell	similar	prior	0.5
H7931	H2421	live	similar	prior	0.5
H7932	H4907	habitation	similar	prior	0.5
H7932	H1615	chalk	similar	prior	0.5
H7932	H2417	living	similar	prior	0.5
H7932	H2421	live	similar	prior	0.5
H7932	H1616	sojourner	similar	prior	0.5
H7932	H7934	neighboring	similar	prior	0.5
H7932	H2416	alive	similar	prior	0.5
H7934	H2417	living	similar	prior	0.5
H7934	H2416	alive	similar	prior	0.5
H7934	H2421	live	similar	prior	0.5
H7936	H7939	wages	similar	prior	0.5
H7936	H7916	hired	similar	prior	0.5
H7936	H7938	hire	similar	prior	0.5
H7937	H7941	strong drink	similar	prior	0.5
H7937	H7943	drunkenness	similar	prior	0.5
H7938	H7939	wages	similar	prior	0.5
H7939	H7916	hired	similar	high	0.679
H7939	H6468	wages	similar	high	0.636
H7939	H6467	work	similar	high	0.517
H7939	H1576	recompense	similar	prior	0.5
H7939	H4242	price	similar	prior	0.5
H7941	H3196	wine	similar	high	0.771
H7941	H7937	be drunk	similar	high	0.685
H7943	H7941	strong drink	similar	prior	0.5
H7948	H4526	perimeter	similar	high	0.703
H7948	H4350	base	similar	high	0.603
H7948	H7947	fit	similar	prior	0.5
H7949	H7950	snow	similar	prior	0.5
H7950	H1259	hail	similar	high	0.548
H7950	H7140	ice	similar	high	0.536
H7950	H3713	bowl	similar	prior	0.5
H7951	H7961	at ease	similar	prior	0.5
H7951	H7962	ease	similar	prior	0.5
H7951	H7987	quietness	similar	prior	0.5
H7951	H7952	neglect	similar	prior	0.5
H7952	H7962	ease	similar	prior	0.5
H7952	H7961	at ease	similar	prior	0.5
H7952	H7987	quietness	similar	prior	0.5
H7953	H7988	afterbirth	similar	prior	0.5
H7957	H3851	flame	similar	prior	0.5
H7961	H7962	ease	similar	prior	0.5
H7961	H8252	quiet	similar	prior	0.5
H7961	H7987	quietness	similar	prior	0.5
H7962	H7965	peace	similar	prior	0.5
H7962	H7961	at ease	similar	prior	0.5
H7962	H7987	quietness	similar	prior	0.5
H7963	H7954	be safe	similar	prior	0.5
H7966	H1576	recompense	similar	prior	0.5
H7966	H7965	peace	similar	prior	0.5
H7966	H8011	recompense	similar	prior	0.5
H7970	H7991	third	similar	prior	0.5
H7970	H8027	do three	similar	prior	0.5
H7971	H1980	go	similar	high	0.934
H7971	H4397	messenger	similar	high	0.9
H7971	H3318	come out	similar	prior	0.5
H7971	H1644	drive out	similar	prior	0.5
H7971	H3748	divorce	similar	prior	0.5
H7971	H1920	thrust	similar	prior	0.5
H7971	H7964	parting gift	similar	prior	0.5
H7971	H7973	missile	similar	prior	0.5
H7973	H7964	parting gift	similar	prior	0.5
H7976	H7964	parting gift	similar	prior	0.5
H7976	H7973	missile	similar	prior	0.5
H7976	H4916	sending	similar	prior	0.5
H7976	H4917	deputation	similar	prior	0.5
H7976	H7971	send	similar	prior	0.5
H7979	H4635	row	similar	high	0.939
H7980	H7287	rule	similar	prior	0.5
H7980	H7983	power	similar	prior	0.5
H7980	H7989	domineering	similar	prior	0.5
H7980	H7982	shield	similar	prior	0.5
H7980	H7981	rule	similar	prior	0.5
H7982	H7981	rule	similar	prior	0.5
H7984	H7981	rule	similar	prior	0.5
H7985	H4437	kingdom	similar	high	1.0
H7985	H4430	king	similar	prior	0.5
H7985	H7984	governor	similar	prior	0.5
H7985	H7981	rule	similar	prior	0.5
H7986	H7980	domineer	similar	prior	0.5
H7986	H7989	domineering	similar	prior	0.5
H7986	H7983	power	similar	prior	0.5
H7989	H4428	king	similar	prior	0.5
H7989	H8269	ruler	similar	prior	0.5
H7989	H7983	power	similar	prior	0.5
H7990	H7984	governor	similar	prior	0.5
H7990	H7985	dominion	similar	prior	0.5
H7990	H7981	rule	similar	prior	0.5
H7991	H8269	ruler	similar	high	0.927
H7993	H2904	cast	similar	high	0.681
H7993	H5307	fall	similar	high	0.658
H7993	H1760	thrust	similar	prior	0.5
H7993	H7411	shoot	similar	prior	0.5
H7993	H7994	cormorant	similar	prior	0.5
H7993	H7995	felling	similar	prior	0.5
H7995	H7994	cormorant	similar	prior	0.5
H7997	H7758	barefoot	similar	prior	0.5
H7998	H0962	plunder	similar	high	0.859
H7998	H0961	plunder	similar	high	0.688
H7998	H4455	prey	similar	high	0.68
H7998	H0957	plunder	similar	high	0.6
H7998	H4933	plunder	similar	prior	0.5
H7998	H8154	plunder	similar	prior	0.5
H7998	H7997	take	similar	prior	0.5
H7999	H1580	wean	similar	high	0.729
H7999	H7965	peace	similar	prior	0.5
H7999	H7966	recompense	similar	prior	0.5
H7999	H8552	finish	similar	prior	0.5
H7999	H5358	avenge	similar	prior	0.5
H7999	H8011	recompense	similar	prior	0.5
H7999	H8002	peace offering	similar	prior	0.5
H7999	H8021	reward	similar	prior	0.5
H7999	H8003	complete	similar	prior	0.5
H7999	H8005	recompense	similar	prior	0.5
H8001	H8000	be complete	similar	prior	0.5
H8002	H2077	sacrifice	similar	high	1.0
H8002	H5930	burnt offering	similar	high	1.0
H8002	H4503	offering	similar	high	0.907
H8002	H7965	peace	similar	prior	0.5
H8002	H8005	recompense	similar	prior	0.5
H8002	H8003	complete	similar	prior	0.5
H8002	H7966	recompense	similar	prior	0.5
H8002	H8021	reward	similar	prior	0.5
H8002	H8011	recompense	similar	prior	0.5
H8003	H3632	entire	similar	prior	0.5
H8003	H8011	recompense	similar	prior	0.5
H8003	H8005	recompense	similar	prior	0.5
H8003	H7965	peace	similar	prior	0.5
H8003	H7966	recompense	similar	prior	0.5
H8005	H1576	recompense	similar	prior	0.5
H8005	H7965	peace	similar	prior	0.5
H8005	H7966	recompense	similar	prior	0.5
H8005	H8011	recompense	similar	prior	0.5
H8008	H3830	clothing	similar	prior	0.5
H8008	H0899	treachery	similar	prior	0.5
H8008	H4055	garment	similar	prior	0.5
H8008	H4403	garment	similar	prior	0.5
H8008	H8071	mantle	similar	prior	0.5
H8011	H7965	peace	similar	prior	0.5
H8021	H8005	recompense	similar	prior	0.5
H8021	H7965	peace	similar	prior	0.5
H8021	H8011	recompense	similar	prior	0.5
H8021	H7966	recompense	similar	prior	0.5
H8021	H8003	complete	similar	prior	0.5
H8025	H5423	tear	similar	prior	0.5
H8025	H6584	strip	similar	prior	0.5
H8025	H6605	open	similar	prior	0.5
H8027	H7991	third	similar	prior	0.5
H8029	H7256	fourth	similar	high	1.0
H8029	H8027	do three	similar	prior	0.5
H8029	H7991	third	similar	prior	0.5
H8029	H7970	thirty	similar	prior	0.5
H8034	H5344	pierce	similar	high	0.642
H8034	H2143	memorial	similar	prior	0.5
H8034	H8036	name	similar	prior	0.5
H8034	H8074	be desolate	similar	prior	0.5
H8034	H8047	horror	similar	prior	0.5
H8036	H8074	be desolate	similar	prior	0.5
H8036	H8047	horror	similar	prior	0.5
H8040	H3225	right	antonym	recall	0.822
H8041	H8040	left	similar	prior	0.5
H8042	H3233	right	antonym	recall	0.756
H8042	H8041	go left	similar	prior	0.5
H8045	H7843	ruin	similar	high	0.923
H8045	H0006	perish	similar	high	0.905
H8045	H2763	devote	similar	high	0.788
H8045	H3772	cut	similar	high	0.755
H8047	H4923	devastation	similar	prior	0.5
H8052	H8088	sound	similar	high	0.934
