lex	stem	sense	gloss	count	share
SXR/		2	trading profit	2	0.286
SXRH/		1	bulwark?	1	1.0
SXRH=/		1	(uncertain)	1	1.0
SXRT/		1	pavement	1	1.0
SXR[	piel	1	palpitate heavily	1	1.0
SXR[	qal	1	through, wander around	12	0.706
SXR[	qal	2	let them go about in	2	0.118
SXR[	qal	3	go	1	0.059
SXR[	qal	4	O trader	1	0.059
SXR[	qal	5	they have gone about	1	0.059
T<<[	hit	1	mock at	1	1.0
T<<[	piel	1	mock	1	1.0
T<B[	hif	1	act abominably	2	0.5
T<B[	hif	2	they do abominably	2	0.5
T<B[	nif	1	be loathed, be abhorrent	2	0.667
T<B[	nif	2	abhorrent	1	0.333
T<B[	piel	1	abhor; make abhorred	6	0.545
T<B[	piel	2	loathe	2	0.182
T<B[	piel	3	utterly (abhor)	1	0.091
T<B[	piel	4	you made abominable	1	0.091
T<B[	piel	5	he abhorred	1	0.091
T<H[	hif	1	deceive, cause to err about	4	0.308
T<H[	hif	2	leading astray	3	0.231
T<H[	hif	3	they caused to err	3	0.231
T<H[	hif	4	mislead	2	0.154
T<H[	hif	5	they caused to wander	1	0.077
T<H[	nif	1	stagger; be deceived	1	0.5
T<H[	nif	2	he has been led astray	1	0.5
T<H[	qal	1	wander off, stagger	27	1.0
T<LH/		1	channel	4	0.444
T<LH/		2	trench	3	0.333
T<LH/		3	channels	2	0.222
T<LH=/		1	new flesh and skin forming over wound	2	1.0
T<LMH/		1	hidden thing	2	1.0
T<NJT/		1	penitence	1	1.0
T<NK/		1	Taanach	7	1.0
T<NWG/		1	delight, pleasure	4	0.8
T<NWG/		2	luxury	1	0.2
T<R/		1	razor, knife	12	0.923
T<R/		2	the knife	1	0.077
T<W/		1	Tou	5	1.0
T<WDH/		1	attestation	2	0.667
T<WDH/		2	attestation	1	0.333
T>/		1	guardroom	11	0.846
T>/		2	the guardroom	2	0.154
T>BH/		1	longing	1	1.0
T>CWR/		1	cypress?	2	1.0
T>H[	piel	1	mark out	2	1.0
T>LH/		1	curse	1	1.0
T>M[	hif	1	bear twins	2	1.0
T>NH/		1	fig; fig tree	39	1.0
T>NH=/		1	occasion	1	1.0
T>NH==/		1	mating time	1	1.0
T>NJH/		1	mourning	2	1.0
T>NT_CLH/		1	Taanath Shiloh	1	1.0
T>R/		1	form, shape	12	0.8
T>R/		2	appearance	3	0.2
T>R</		1	Tarea	1	1.0
T>R[	pual	1	extend?	1	1.0
T>R[	qal	1	incline	5	1.0
T>W/		1	wild sheep?	2	1.0
T>WH/		1	longing, desire	19	0.95
T>WH/		2	a delight	1	0.05
TB<RH/		1	Taberah	2	1.0
TBH/		1	ark, chest	26	1.0
TBH=/		1	chest	2	1.0
TBL/		1	continent	36	1.0
TBL=/		1	pollution	2	1.0
TBL==/		1	Tubal	8	1.0
TBLJT/		1	destruction	1	1.0
TBLL/		1	spot	1	1.0
TBN/		1	straw, chaff	17	1.0
TBNJ/		1	Tibni	3	1.0
TBNJT/		1	shape, form; pattern	12	0.6
TBNJT/		2	a likeness	5	0.25
TBNJT/		3	the copy	1	0.05
TBNJT/		4	an image	1	0.05
TBNJT/		5	structure	1	0.05
TBR[	peal	1	break, fragile	1	1.0
TBW>H/		1	produce, yield, product	40	0.952
TBW>H/		2	harvest(s)	1	0.024
TBW>H/		3	revenue	1	0.024
TBWNH/		1	intelligence, skill, understanding	41	1.0
TBWR/		1	Tabor	10	1.0
TBWSH/		1	down-treading	1	1.0
TBY/		1	Thebez	3	1.0
TC</		1	nine	58	1.0
TC>H/		1	noise; shouting	2	0.5
TC>H/		2	shouting(s)	2	0.5
TCBJ/		1	Tishbite	6	1.0
TCBY/		1	chequered cloth	1	1.0
TCJ<J/		1	ninth	16	1.0
TCW<H/		1	help, salvation	34	1.0
TCWBH/		1	return	6	0.75
TCWBH/		2	answers	2	0.25
TCWQH/		1	desire	3	1.0
TCWRH/		1	gift?	1	1.0
TD<L/		1	Tidal	2	1.0
TDHR/		1	elm? (tree)	2	1.0
TDMR/		1	Tadmor	2	1.0
TFWMT/		1	thing deposited as a pledge?	1	1.0
TGLT_PL>SR/		1	Tiglath-Pileser	3	1.0
TGMWL/		1	benefit	1	1.0
TGRH/		1	irritation	1	1.0
THLH/		1	glory, praise	57	1.0
THPKWT/		1	perversity	10	1.0
THW/		1	wasteland, formlessness; nothingness; desert	20	1.0
THWM/		1	deep, ocean depths	36	1.0
TJC/		1	he-goat	3	0.75
TJC/		2	goats	1	0.25
TJKWN/		1	the middle	7	1.0
TJM>/		1	Tema	5	1.0
TJMN=/		1	Teman	10	0.909
TJMN=/		2	O Teman	1	0.091
TJMNJ/		1	Temanite	8	1.0
TJMNJ=/		1	Temenite	1	1.0
TJMRH/		1	column	2	1.0
TJRJ>/		1	Tiria	1	1.0
TJRS/		1	Tiras	2	1.0
TJRWC/		1	wine	38	1.0
TJYJ/		1	Tizite	1	1.0
TK/		1	oppression	4	1.0
TKH[	pual	1	<uncertain>	1	1.0
TKLH/		1	perfection	1	1.0
TKLJT/		1	perfection; limit	4	0.8
TKLJT/		2	completeness	1	0.2
TKLT/		1	purple wool	48	0.98
TKLT/		2	violet material	1	0.02
TKN/		1	fixed quantity	2	1.0
TKNJT/		1	plan, model	1	0.5
TKNJT/		2	a pattern	1	0.5
TKRJK/		1	robe	1	1.0
TL/		1	ruin-heap	5	1.0
TL<[	pual	1	clothed in scarlet	1	1.0
TL>FR/		1	Tel Assar	2	1.0
TL>H/		1	weariness, hardship	5	1.0
TL>[	qal	1	hang	2	1.0
TLBCT/		1	clothing	1	1.0
TLG/		1	snow	1	1.0
TLH[	nif	1	be hanged	2	1.0
TLH[	piel	1	hang	2	1.0
TLH[	qal	1	hang	22	1.0
TLJ/		1	quiver and arrows	1	1.0
TLJTJ/		1	third	1	1.0
TLL[	hif	1	deceive; trifle with	8	1.0
TLL[	hof	1	be deceived	1	1.0
TLM/		1	furrow	5	1.0
TLMJ/		1	Talmai	6	1.0
TLMJD/		1	scholar	1	1.0
TLNWT/		1	murmuring	8	1.0
TLT/		1	three	11	1.0
TLTJN/		1	thirty	2	1.0
TLTL/		1	date-panicle?	1	1.0
TLX/		1	Telah	1	1.0
TL_>BJB/		1	Tel Abib	1	1.0
TL_MLX/		1	Tel Melah	2	1.0
TL_XRC>/		1	Tel Harsha	2	1.0
TM/		1	complete, right, peaceful	10	0.667
TM/		2	complete	2	0.133
TM/		3	my perfect	2	0.133
TM/		4	quiet	1	0.067
TM=/		1	integrity, completeness, innocence	17	0.81
TM=/		2	innocence	3	0.143
TM=/		3	his completeness	1	0.048
TMH/		1	integrity	5	1.0
TMHWN/		1	bewilderment	2	1.0
TMH[	hit	1	be astonished	1	1.0
TMH[	qal	1	be astounded	8	1.0
TMJD/		1	continuance (n); continually, regularly (adv)	97	0.98
TMJD/		2	regularity	2	0.02
TMJM/		1	whole, entire, complete; blameless	87	0.956
TMJM/		2	integrity	3	0.033
TMJM/		3	blamelessness	1	0.011
TMJM=/		1	(oracle device)	5	1.0
TMK[	nif	1	be held	1	1.0
TMK[	qal	1	grasp, hold	5	0.263
TMK[	qal	2	they supported	4	0.211
TMK[	qal	3	holding	3	0.158
TMK[	qal	4	he grasped	2	0.105
TMK[	qal	5	they have held firm	1	0.053
TMK[	qal	6	[those	1	0.053
TMK[	qal	7	let it hold fast to	1	0.053
TMK[	qal	8	she lays hold of	1	0.053
TMK[	qal	9	let people support	1	0.053
TMM[	hif	1	finish; destroy	4	0.571
TMM[	hif	2	they ceased	1	0.143
TMM[	hif	3	I will make an end of	1	0.143
TMM[	hif	4	you make blameless	1	0.143
TMM[	hit	1	deal in integrity	2	1.0
TMM[	qal	1	be complete, be finished; come to an end	41	0.911
TMM[	qal	2	we have met our end	2	0.044
TMM[	qal	3	I will be blameless	1	0.022
TMM[	qal	4	let them be destroyed	1	0.022
TMN</		1	Timna	6	1.0
TMNH/		1	Timnah	5	1.0
TMNJ/		1	Timnite	1	1.0
TMNT_SRX/		1	Timnath Serah	2	1.0
TMNT_XRS/		1	Timnath Heres	1	1.0
TMR=/		1	palm-tree	1	1.0
TMR==/		1	scarecrow	1	1.0
TMR===/		1	Tamar	22	1.0
TMR====/		1	Tamar	2	1.0
TMRWQ/		1	cleansing, ointment; cosmetics	3	0.75
TMRWQ/		2	a cleansing	1	0.25
TMS/		1	melting	1	1.0
TMWL/		1	yesterday	23	1.0
TMWNH/		1	form, image	10	1.0
TMWRH/		1	exchange	4	0.667
TMWRH/		2	substitute	2	0.333
TMWTH/		1	death	2	1.0
TMWZ/		1	Tammuz	1	1.0
TMX/		1	Temah	2	1.0
TN/		1	jackal	14	1.0
TNCMT/		1	white owl?	2	1.0
TNCMT=/		1	chameleon?	1	1.0
TNH[	piel	1	recount	2	1.0
TNJN/		1	sea-monster	8	0.667
TNJN/		2	monster	3	0.25
TNJN/		3	O sea monsters	1	0.083
TNJNWT		1	again	1	1.0
TNW>H/		1	opposition	1	0.5
TNW>H/		2	occasions	1	0.5
TNWBH/		1	produce	4	0.8
TNWBH/		2	the produce	1	0.2
TNWK/		1	lobe of ear	8	1.0
TNWMH/		1	slumber	5	1.0
TNWPH/		1	swinging, waving, shaking; wave-offering	27	0.9
TNWPH/		2	the brandishing	2	0.067
TNWPH/		3	the wave-offerings	1	0.033
TNWR/		1	oven, furnace, stove	13	0.867
TNWR/		2	a fire pot	1	0.067
TNWR/		3	a furnace	1	0.067
TNXMT/		1	Tanhumeth	2	1.0
TP/		1	timbrel, tambourine	17	1.0
TP>RH/		1	ornament; splendour	2	1.0
TP>RT/		1	ornament, decoration (f); splendor	48	0.98
TP>RT/		2	boasting	1	0.02
TPF[	nif	1	be seized	12	0.8
TPF[	nif	2	you will be captured	3	0.2
TPF[	piel	1	catch	1	1.0
TPF[	qal	1	seize, take hold of	29	0.725
TPF[	qal	2	handled	2	0.05
TPF[	qal	3	player	1	0.025
TPF[	qal	4	skilled	1	0.025
TPF[	qal	5	catch	1	0.025
TPF[	qal	6	certainly (capture)	1	0.025
TPF[	qal	7	he arrested	1	0.025
TPF[	qal	8	you have taken hold of	1	0.025
TPF[	qal	9	O occupy	1	0.025
TPF[	qal	10	grasp	1	0.025
TPF[	qal	11	sheathed	1	0.025
TPL/		1	whitewash	5	1.0
TPL=/		1	something tasteless	1	0.5
TPL=/		2	sham	1	0.5
TPL==/		1	Tophel	1	1.0
TPLH/		1	prayer	77	1.0
TPLH=/		1	unseemliness	3	1.0
TPLYT/		1	horror	1	1.0
TPP[	piel	1	trip along	1	1.0
TPP[	qal	1	sound the timbrel, beat	1	1.0
TPR[	piel	1	sew together	1	1.0
TPR[	qal	1	sew together	2	0.667
TPR[	qal	2	they sewed together	1	0.333
TPSX/		1	Tiphsah	2	1.0
TPT=/		1	Topheth	9	1.0
TPTH/		1	(uncertain)	1	1.0
TPWX=/		1	Tappuah	5	1.0
TQ</		1	blowing	1	1.0
TQ<[	nif	1	be blown; pledge oneself	2	0.667
TQ<[	nif	2	will he strike himself	1	0.333
TQ<[	qal	1	drive, thrust; strike	49	0.817
TQ<[	qal	2	he had pitched	2	0.033
TQ<[	qal	3	she drove	2	0.033
TQ<[	qal	4	they fixed	2	0.033
TQ<[	qal	5	he pitched tent	1	0.017
TQ<[	qal	6	as sounds	1	0.017
TQ<[	qal	7	had been] driven	1	0.017
TQ<[	qal	8	they have given a blast	1	0.017
TQ<[	qal	9	you have struck	1	0.017
TQJP/		1	mighty	5	1.0
TQL/		1	shekel <measure of weight>	2	1.0
TQL[	peil	1	you have been weighed	1	1.0
TQP/		1	power	2	0.667
TQP/		2	authority	1	0.333
TQW<J/		1	Tekoite	7	1.0
TQWH/		1	hope, expectation	32	1.0
TQWH=/		1	cord	2	1.0
TQWMH/		1	power to stand	1	1.0
TQWPH/		1	circuit; solstice	4	1.0
TR</		1	door; court	1	0.5
TR</		2	the door	1	0.5
TR<LH/		1	reeling	3	1.0
TR<TJ/		1	Tirathite	1	1.0
TR>LH/		1	Taralah	1	1.0
TRBJT/		1	usury, interest	6	1.0
TRBWT/		1	brood	1	1.0
TRC/		1	Teresh	2	1.0
TRCJC=/		1	Tarshish	21	1.0
TRCJC==/		1	Tarshish	2	1.0
TRCT>/		1	(title of Persian governor)	5	1.0
TRDMH/		1	deep sleep	7	1.0
TRGM[	pual	1	interpreted	1	1.0
TRHQH/		1	Tirhakah	2	1.0
TRJN/		1	two	2	0.5
TRJN/		2	two	2	0.5
TRMH/		1	Tormah	1	1.0
TRN/		1	mast; flagstaff	2	0.667
TRN/		2	flagstaff	1	0.333
TRPJM/		1	idols, household gods, teraphim	15	1.0
TRTN/		1	field marshal	2	1.0
TRTQ/		1	Tartak	1	1.0
TRW<H/		1	shout (of alarm, joy)	33	0.917
TRW<H/		2	battle-cry	2	0.056
TRW<H/		3	a war cry	1	0.028
TRWMH/		1	tribute, contribution, heave-offering	76	1.0
TRWMJH/		1	contribution	1	1.0
TRWPH/		1	medicine	1	1.0
TRX/		1	Terah	11	1.0
TRX=/		1	Terah	2	1.0
TRXNH/		1	Tirhanah	1	1.0
TRYH/		1	Tirzah	13	1.0
TRYH=/		1	Tirzah	4	1.0
TRZH/		1	cypress? (tree)	1	1.0
TTNJ/		1	Tattenai	4	1.0
TW/		1	mark	3	1.0
TW<BH/		1	abomination	116	1.0
TW<H/		1	confusion	1	0.5
TW<H/		2	confusion	1	0.5
TW<PWT/		1	horns, peaks; the best	2	0.5
TW<PWT/		2	peaks	1	0.25
TW<PWT/		3	of heaps	1	0.25
TWBL_QJN/		1	Tubal-Cain	1	1.0
TWB[	haf	1	return, answer	2	0.5
TWB[	haf	2	he sent back	1	0.25
TWB[	haf	3	send	1	0.25
TWB[	peal	1	return	3	1.0
TWCB/		1	sojourner, alien	12	0.857
TWCB/		2	your resident	1	0.071
TWCB/		3	alien	1	0.071
TWCJH/		1	success	12	1.0
TWDH/		1	(song, sacrifice of) thanksgiving	26	0.812
TWDH/		2	choir	2	0.062
TWDH/		3	confession	1	0.031
TWDH/		4	praise	1	0.031
TWDH/		5	thanksgivings	1	0.031
TWDH/		6	thanksgiving choirs	1	0.031
TWGH/		1	grief	4	1.0
TWGRMH/		1	Togarmah	4	1.0
TWK/		1	midst, middle	281	1.0
TWKXH/		1	rebuke	4	1.0
TWL</		1	worm; red cloth	2	0.667
TWL</		2	worms	1	0.333
TWL<=/		1	Tola	6	1.0
TWL<J/		1	Tolaite	1	1.0
TWL<T/		1	worm	37	0.974
TWL<T/		2	O worm	1	0.026
TWLD/		1	Tolad	1	1.0
TWLDWT/		1	offspring, descendants, generations	26	0.684
TWLDWT/		2	genealogies	12	0.316
TWLL/		1	tormenter?	1	1.0
TWR/		1	turtle-dove	14	1.0
TWRH/		1	teaching, law	218	1.0
TWR[	hif	1	cause to spy out	1	0.5
TWR[	hif	2	he makes a search	1	0.5
TWR[	qal	1	go about, explore; spy out	12	0.545
TWR[	qal	2	seek out	2	0.091
TWR[	qal	3	the merchants	2	0.091
TWR[	qal	4	you will go about	1	0.045
TWR[	qal	5	I had selected	1	0.045
TWR[	qal	6	it explores	1	0.045
TWR[	qal	7	discover	1	0.045
TWR[	qal	8	I searched	1	0.045
TWR[	qal	9	examine	1	0.045
TWTX/		1	club	1	1.0
TWX/		1	Toah	1	1.0
TWXLT/		1	hope	6	1.0
TWY>WT/		1	outlets, exits from the city; limit (of the borderline)	20	0.87
TWY>WT/		2	the exits	1	0.043
TWY>WT/		3	escapes	1	0.043
TWY>WT/		4	sources	1	0.043
TXC=/		1	Tahash	1	1.0
TXKMNJ/		1	Tahkemonite	1	1.0
TXLH/		1	beginning	22	1.0
TXMS/		1	owl? (unclean bird)	2	1.0
TXN/		1	Tahan	2	1.0
TXNH/		1	supplication (for mercy); pardon, mercy	23	0.92
TXNH/		2	favor	2	0.08
TXNJ/		1	Tahanite	1	1.0
TXNWN/		1	supplication	18	1.0
TXPNJS/		1	Tahpenes	3	1.0
TXPNXS/		1	Tahpanhes	7	1.0
TXR</		1	Tahrea	1	1.0
TXR>/		1	curass?	2	1.0
TXT/		1	beneath, under; instead of	377	0.997
TXT/		2	below	1	0.003
TXTJ/		1	lower, lowest (adj); the lowest (n)	18	0.947
TXTJ/		2	O lower parts	1	0.053
TXTWN/		1	lower, lowest (adj); the lowest (n)	12	1.0
TXW/		1	Tohu	1	1.0
TXWT/		1	underneath	5	1.0
TZNWT/		1	obscene manner	20	1.0
TZZ[	hif	1	strike away	1	1.0
V<H[	hif	1	lead astray	1	1.0
V<M/		1	taste, discernment, decree	10	0.769
V<M/		2	sense	2	0.154
V<M/		3	the decree	1	0.077
V<N[	qal	1	load	1	1.0
V>B[	peal	1	be good	1	1.0
VB/		1	good	2	1.0
VB<T/		1	ring, signet-ring	47	0.959
VB<T/		2	finger ring	1	0.02
VB<T/		3	signet-rings	1	0.02
VB<WT/		1	Tabbaoth	2	1.0
VB<[	hof	1	be sunk	2	0.667
VB<[	hof	2	they were planted	1	0.333
VB<[	pual	1	be sunk	1	1.0
VB<[	qal	1	sink in	3	0.5
VB<[	qal	2	it sank	2	0.333
VB<[	qal	3	let me sink	1	0.167
VB>L/		1	Tabeel	2	1.0
VBLJHW/		1	Tabaliah	1	1.0
VBL[	nif	1	be dipped into	1	1.0
VBL[	qal	1	dip into	14	1.0
VBT/		1	Tabbath	1	1.0
VBWR/		1	navel, centre	2	1.0
VBX=/		1	butcher, cook; bodyguard	30	0.938
VBX=/		2	cook	2	0.062
VBX==/		1	Tebah	1	1.0
VBXH/		1	slaughtered meat	3	1.0
VBXH=/		1	female cook	1	1.0
VBXT/		1	Tibhath	1	1.0
VHR/		1	clean, pure	91	1.0
VHR=/		1	purity; purifying	2	0.667
VHR=/		2	purity	1	0.333
VHRH/		1	(cultic) purity	13	1.0
VHR[	hit	1	cleanse, purify oneself	18	0.947
VHR[	hit	2	we have cleansed ourselves	1	0.053
VHR[	piel	1	cleanse, pronounce clean	23	0.767
VHR[	piel	2	he will declare pure	4	0.133
VHR[	piel	3	declare	1	0.033
VHR[	piel	4	pure	1	0.033
VHR[	piel	5	people purified	1	0.033
VHR[	pual	1	be pronounced clean	1	1.0
VHR[	qal	1	be clean, be pure	33	0.971
VHR[	qal	2	she has become pure	1	0.029
VJRH/		1	encampment; battlement	5	0.714
VJRH/		2	of stones	1	0.143
VJRH/		3	a battlement	1	0.143
VJV/		1	(wet) clay, mud	13	1.0
VJX/		1	coating	1	1.0
VL/		1	dew, light rain	31	1.0
VL>JM/		1	Telaim	1	1.0
VL>[	pual	1	be patched	1	1.0
VL>[	qal	1	patch, spot; be spotted	6	0.857
VL>[	qal	2	multicolored	1	0.143
VLH/		1	lamb	2	1.0
VLM/		1	Telem	1	1.0
VLM=/		1	Telem	1	1.0
VLMWN/		1	Talmon	5	1.0
VLVLH/		1	hurling	1	1.0
VM>/		1	unclean	1	1.0
VM>H/		1	uncleanness	35	1.0
VM>[	hit	1	defile oneself	14	1.0
VM>[	hotp	1	be defiled	1	1.0
VM>[	nif	1	defile oneself	18	1.0
VM>[	piel	1	defile; declare unclean	38	0.905
VM>[	piel	2	make	3	0.071
VM>[	piel	3	people had defiled	1	0.024
VM>[	pual	1	be defiled	1	1.0
VM>[	qal	1	become unclean	75	0.987
VM>[	qal	2	uncleanness	1	0.013
VMH[	nif	1	be regarded as unclean?	1	1.0
VMN[	hif	1	keep hidden	2	1.0
VMN[	nif	1	hide oneself	1	1.0
VMN[	qal	1	hide; set up secretly	22	1.0
VN>/		1	basket	4	1.0
VP/		1	children	42	1.0
VPC[	qal	1	be unfeeling, be gross	1	1.0
VPL[	qal	1	smear, plaster	3	1.0
VPP[	qal	1	trip along	1	1.0
VPR/		1	nail, claw	1	0.5
VPR/		2	claws	1	0.5
VPSR/		1	official, scribe?	2	1.0
VPT/		1	Taphath	1	1.0
VPX=/		1	handbreath (measure)	5	1.0
VRJ/		1	fresh, raw	2	1.0
VRJPH/		1	animal torn	7	0.778
VRJPH/		2	animal	1	0.111
VRJPH/		3	torn flesh	1	0.111
VRM/		1	not yet (neg)	20	1.0
VRP/		1	prey, food	18	1.0
VRP=/		1	fresh-plucked	1	0.5
VRP=/		2	the fresh	1	0.5
VRP==/		1	food	4	1.0
VRP[	nif	1	be torn	2	1.0
VRP[	pual	1	be torn	2	1.0
VRP[	qal	1	tear in pieces	16	0.8
VRP[	qal	2	actually (tear)	1	0.05
VRP[	qal	3	he has torn to pieces	1	0.05
VRP[	qal	4	it tore	1	0.05
VRP[	qal	5	it has torn	1	0.05
VRX/		1	burden	2	1.0
VWB/		1	good (adj); goodness (n)	454	0.985
VWB/		2	fine	3	0.007
VWB/		3	kind	2	0.004
VWB/		4	than good	1	0.002
VWB/		5	pure	1	0.002
VWB=/		1	goodness, the best	31	0.969
VWB=/		2	its good	1	0.031
VWB===/		1	Tob	4	1.0
VWBH/		1	good thing	62	0.954
VWBH/		2	thing	2	0.031
VWBH/		3	deeds	1	0.015
VWBJH/		1	Tobijah	17	1.0
VWF[	qal	1	flutter to and fro	1	1.0
VWH[	qal	1	spin	2	1.0
VWL[	hif	1	throw	7	1.0
VWL[	hof	1	be cast down	3	0.75
VWL[	hof	2	everyone is hurled down	1	0.25
VWL[	piel	1	cast down	1	1.0
VWR/		1	row, course	25	0.962
VWR/		2	a row of stones	1	0.038
VWT		1	fastingly, hungrily	1	1.0
VWVPT/		1	appendages	3	1.0
VWX[	nif	1	be coated	2	1.0
VWX[	qal	1	plaster, overlay	8	0.889
VWX[	qal	2	overlay	1	0.111
VXH[	piel	1	shoot	1	1.0
VXNH/		1	mill	1	1.0
VXN[	qal	1	grind, crush	7	1.0
VXRJM/		1	tumours	8	1.0
VXWN/		1	hand-mill	1	1.0
WCTJ/		1	Vashti	10	1.0
WDN/		1	Dan?	1	1.0
WHB/		1	Waheb	1	1.0
WJZT>/		1	Vaizatha	1	1.0
WLD/		1	child	1	1.0
WNJH/		1	Vaniah	1	1.0
WPSJ/		1	Vophsi	1	1.0
WW/		1	hook, nail	13	1.0
WZR/		1	guilty	1	1.0
XB/		1	fold of garment, pocket	1	1.0
XB>[	hif	1	hide oneself, be hidden	3	0.75
XB>[	hif	2	she had hidden	1	0.25
XB>[	hit	1	keep oneself hidden	7	0.7
XB>[	hit	2	had] hidden themselves	2	0.2
XB>[	hit	3	they become hard	1	0.1
XB>[	hof	1	be kept hidden	1	1.0
XB>[	nif	1	hide oneself, be hidden	16	1.0
XB>[	pual	1	keep oneself hidden	1	1.0
XBB/		1	Hobab	2	1.0
XBB[	qal	1	love	1	1.0
XBC[	piel	1	bind up, dam up	1	0.5
XBC[	piel	2	he restrains	1	0.5
XBC[	pual	1	be bound up	2	1.0
XBC[	qal	1	bind, bind on; saddle	25	0.926
XBC[	qal	2	wrapped round	1	0.037
XBC[	qal	3	will he govern	1	0.037
XBH/		1	Hubbah	1	1.0
XBJH/		1	Hobaiah	2	1.0
XBJWN/		1	hiding, veil	1	1.0
XBL=/		1	rope; measure, plot	45	0.9
XBL=/		2	measured portions	2	0.04
XBL=/		3	a company	2	0.04
XBL=/		4	the allotted portions	1	0.02
XBL==/		1	sailor	5	1.0
XBL===/		1	destruction	1	0.5
XBL===/		2	pain(s)	1	0.5
XBL====/		1	pledge	3	1.0
XBL=====/		1	mast?	1	1.0
XBL[	nif	1	have a pledge taken	1	1.0
XBL[	qal	1	take in pledge	5	0.417
XBL[	qal	2	taken as pledges	2	0.167
XBL[	qal	3	hold	2	0.167
XBL[	qal	4	actually (take as pledge)	1	0.083
XBL[	qal	5	anyone will take as pledge	1	0.083
XBL[	qal	6	you have held in pledge	1	0.083
XBQ/		1	folding (of hands)	2	1.0
XBQWQ/		1	Habakkuk	2	1.0
XBQ[	piel	1	embrace	6	1.0
XBQ[	qal	1	embrace	2	0.667
XBQ[	qal	2	folding	1	0.333
XBR/		1	companion, associate	10	0.833
XBR/		2	united	1	0.083
XBR/		3	than	1	0.083
XBR==/		1	companion	1	1.0
XBR===/		1	Heber	11	1.0
XBRH/		1	company, community	1	1.0
XBRJ/		1	Heberite	1	1.0
XBRNJ/		1	Hebronite	6	1.0
XBRT/		1	series (of curtains)	4	1.0
XBRT=/		1	companion, wife	1	1.0
XBRWN/		1	Hebron	9	1.0
XBRWN=/		1	Hebron	53	1.0
XBR[	etpa	1	join oneself to	1	1.0
XBR[	hit	1	join oneself to	1	0.5
XBR[	hit	2	made an alliance	1	0.5
XBR[	piel	1	join together; couple	6	0.75
XBR[	piel	2	join together	2	0.25
XBR[	pual	1	be joined together	2	0.5
XBR[	pual	2	it was joined	1	0.25
XBR[	pual	3	he is united	1	0.25
XBR[	qal	1	become allies, unite	7	0.7
XBR[	qal	2	casts	2	0.2
XBR[	qal	3	they joined together	1	0.1
XBV[	nif	1	be beaten out	1	1.0
XBV[	qal	1	beat, beat out	4	1.0
XBWLH/		1	crime	1	1.0
XBWR/		1	Habor	3	1.0
XBWRH/		1	stripe, wound	6	0.857
XBWRH/		2	welt	1	0.143
XBYLT/		1	asphodel	2	1.0
XBYNJH/		1	Habazziniah	1	1.0
XCB/		1	girdle, band	8	1.0
XCBDNH/		1	Hashbaddanah	1	1.0
XCBH/		1	Hashubah	1	1.0
XCBJH/		1	Hashabiah	12	1.0
XCBNH/		1	Hashabnah	1	1.0
XCBNJH/		1	Hashabneiah	2	1.0
XCBWN==/		1	Heshbon	38	1.0
XCB[	hit	1	reckon oneself among	1	1.0
XCB[	nif	1	be reckoned, be esteemed	29	0.967
XCB[	nif	2	they were thought	1	0.033
XCB[	piel	1	reckon, consider	5	0.385
XCB[	piel	2	it plans	3	0.231
XCB[	piel	3	I thought about	2	0.154
XCB[	piel	4	they settled accounts	1	0.077
XCB[	piel	5	they plot	1	0.077
XCB[	piel	6	it thought	1	0.077
XCB[	qal	1	account, regard, value	53	0.803
XCB[	qal	2	he reckons	2	0.03
XCB[	qal	3	it considers	2	0.03
XCB[	qal	4	designers	1	0.015
XCB[	qal	5	they value	1	0.015
XCB[	qal	6	anyone has valued	1	0.015
XCB[	qal	7	people have planned	1	0.015
XCB[	qal	8	esteemed	1	0.015
XCB[	qal	9	may he think	1	0.015
XCB[	qal	10	anyone considers	1	0.015
XCB[	qal	11	people will plan	1	0.015
XCB[	qal	12	of an inventor	1	0.015
XCC/		1	dried grass	2	1.0
XCH[	hif	1	be quiet	8	0.889
XCH[	hif	2	making quiet	1	0.111
XCH[	qal	1	be silent, keep silence	6	0.857
XCH[	qal	2	they were still	1	0.143
XCK/		1	darkness	80	1.0
XCK=/		1	dark, low	1	1.0
XCKH/		1	darkness	5	0.833
XCKH/		2	darkness(es)	1	0.167
XCK[	hif	1	make dark, cause darkness	3	0.5
XCK[	hif	2	he will bring darkness	1	0.167
XCK[	hif	3	he made dark	1	0.167
XCK[	hif	4	it is dark	1	0.167
XCK[	qal	1	be, grow dark	3	0.273
XCK[	qal	2	it has become dark	2	0.182
XCK[	qal	3	it is dark	2	0.182
XCK[	qal	4	may they grow dim	2	0.182
XCK[	qal	5	it grew dark	1	0.091
XCK[	qal	6	they have grown dim	1	0.091
XCL[	nif	1	lie behind; straggler	1	1.0
XCM/		1	Husham	4	1.0
XCM==/		1	Hashum	5	1.0
XCML/		1	amber?; electrum?	2	1.0
XCMNH/		1	Hashmonah	2	1.0
XCMWN/		1	Heshmon	1	1.0
XCN/		1	breast-plate (of the high priest)	25	1.0
XCQ/		1	desire, thing desired	4	1.0
XCQ=/		1	spoke of a wheel	1	1.0
XCQ[	piel	1	join together	1	1.0
XCQ[	pual	1	be joined; joint	2	1.0
XCQ[	qal	1	love	6	0.75
XCQ[	qal	2	he desired	2	0.25
XCR/		1	nave, hub of a wheel	1	1.0
XCRH/		1	sieve	1	1.0
XCTJ/		1	Hushathite	5	1.0
