strong	lemma	en	es	fr	pt	zh	zh-Hant
H7399	רְכוּשׁ	property	[Glosses - es]	propriété			
H7400	רָכִיל	slander	[Glosses - sp]	calomniateur			
H7401	רָכַךְ	be tender	ablandar	ramollir	amolecer	软化	軟化
H7402	רָכַל	trade	[Glosses - sp]	marchand			
H7403	רָכָל	Racal	Racal	Rakal	Racal	拉哈勒，《思》加尔默耳【《思》源于另一个抄本？】	拉哈勒，《思》加爾默耳【《思》源於另一個抄本？】
H7404	רְכֻלָּה	merchandise	comercio	commerce	negociar	交易；贸易；买卖	交易；貿易；買賣
H7405	רָכַס	bind	[Glosses - es]	attacher			
H7406	רֶכֶס	roughness	[Glosses - es]	terrain accidenté			
H7407	רֹכֶס	conspiracy	planear	tramer, concevoir, manigancer	planejar	设计，计划；谋害；图谋	設計，計劃；謀害；圖謀
H7408	רָכַשׁ	gather	[Glosses - es]	acquérir			
H7409	רֶכֶשׁ	steed	caballo rápido	cheval	cavalo	快马	快馬
H7410	רָם	Ram	Ram	Ram	Rão	兰	蘭
H7411	רָמָה	shoot	echar	jeter	lançar	扔，投	扔，投
H7412	רְמָה	cast	arrojar *				
H7413	רָמָה	high place	colina	hauteur	colina	山岗；小山	山崗；小山
H7414	רָמָה	Ramah	Ramá *				
H7415	רִמָּה	worm	gusano	ver	verme	虫；蛆	蟲；蛆
H7416	רִמּוֹן	pomegranate	granada	grenadier	romã	石榴树	石榴樹
H7417	רִמּוֹן	Rimmon	Rimón	Rimmono	Rimono	临摩挪，《思》黎孟	臨摩挪，《思》黎孟
H7418	רָמוֹת	Ramoth	Ramot *				
H7419	רָמוּת	refuse	desperdicio	déchets	lixo	废物，垃圾	廢物，垃圾
H7420	רֹמַח	spear	lanza	lance	lança	矛，枪	矛，槍
H7421	רַמִּי	Syrian	arameo *				
H7422	רַמְיָה	Ramiah	Ramía	Ramia	Ramias	拉米，《思》辣米雅	拉米，《思》辣米雅
H7423	רְמִיָּה	deceit	perezoso	paresseux	preguiçoso	懒惰；怠惰；偷懒；松懈	懶惰；怠惰；偷懶；鬆懈
H7424	רַמָּךְ	mare	[Glosses - es]	étalon			
H7425	רְמַלְיָהוּ	Remaliah	Remalías	Remaliahou	Remalias	利玛利，《思》勒玛里雅	利瑪利，《思》勒瑪里雅
H7426	רָמַם	be exalted	elevarse *				
H7427	רֹמֵמֻת	uplifting	levantarse > tomar acción	se lever	levantar-se > entrar em ação	站起来＞采取行动	站起來＞採取行動
H7428	רִמֹּן פֶּרֶץ	Rimmon-perez	Rimón-peres	Rimmôn-Pérets	Rimon-Peres	临门‧帕烈，《思》黎孟培勒兹	臨門‧帕烈，《思》黎孟培勒茲
H7429	רָמַס	trample	pisotear	fouler, piétiner	pisotear	践踏，踩碎	踐踏，踩碎
H7430	רָמַשׂ	creep	[Glosses - es]	ramper			
H7431	רֶמֶשׂ	creeping	animales (que se arrastran)	(rampants) animaux	criaturas rastejantes	爬行动物；小动物	爬行動物；小動物
H7432	רֶמֶת	Remeth	Remet	Rémeth	Remete	利篾，《思》勒默特	利篾，《思》勒默特
H7433	רָמֹת גִּלעָד	Ramoth (Gilead)	Ramot-Galaad *				
H7434	רָמַת הַמִּצְפֶּה	Ramath-mizpeh	Ramat-Mizpa *				
H7435	רָמָתִי	Ramathite	Ramatita	de Rama	ramatita	拉玛人，《思》辣玛人	拉瑪人，《思》辣瑪人
H7436	רָמָתַיִם צוֹפִים	Ramathaim-zophim	Ramatáim-Zofim *				
H7437	רָמַת לֶחִי	Ramath-lehi	Ramat-lehi *				
H7438	רֹן	song	[Glosses - es]	cri			
H7439	רָנָה	rattle	[Glosses - es]	faire vibrer			
H7440	רִנָּה	cry	[Glosses - es]	pleurer			
H7441	רִנָּה	Rinnah	Rinna *				
H7442	רָנַן	overcome	cantar *				
H7443	רֶנֶן	ostrich	avestruz	autruche	avestruz	鸵鸟	鴕鳥
H7444	רַנֵּן	sing	cantar *				
H7445	רְנָנָה	triumphing	gozo *				
H7446	רִסָּה	Rissah	Rissa	Rissa	Rissa	勒撒，《思》黎撒	勒撒，《思》黎撒
H7447	רָסִיס	drop	gota	humide	umidade	潮湿，潮气	潮濕，潮氣
H7448	רֶסֶן	bridle	freno, tirante, frenillo	bride	freio	辔头，缰绳	轡頭，韁繩
H7449	רֶסֶן	Resen	Resen *				
H7450	רָסַס	moisten	humedecer	humidifier	umedecer	弄湿；滋润	弄濕；滋潤
H7451	רַע	bad	malo *				
H7452	רֵעַ	shouting	grito	crier	gritos	叫喊；大声呼喊	叫喊；大聲呼喊
H7453	רֵעַ	neighbor	prójimo *				
H7454	רֵעַ	thought	pensamiento *				
H7455	רֹעַ	evil	feo	mauvais	feias	坏的；丑陋的	壞的；醜陋的
H7456	רָעֵב	be hungry	tener hambre	avoir faim	ter fome	饥饿；挨饿	飢餓；挨餓
H7457	רָעֵב	hungry	hambre	affamé	faminto	饥饿	飢餓
H7458	רָעָב	famine	hambre	faim	fome	饥饿；旱灾	飢餓；旱災
H7459	רְעָבוֹן	famine	hambre	famine	fome	旱灾；饥饿	旱災；飢餓
H7460	רָעַד	tremble	temblar	trembler	tremer	颤抖；发抖	顫抖；發抖
H7461	רַעַד	trembling	temblor *				
H7462	רָעָה	House of Shepherds	apacentar	pâturer	pastar	吃草；放牧	吃草；放牧
H7463	רֵעֶה	friend	amigo	ami	amigo	朋友	朋友
H7464	רֵעָה	companion	acompañante (femenino)	Compagnon (femme)	companheira	（女性）同	（女性）同
H7465	רֹעָה	shatter	romper *				
H7466	רְעוּ	Reu	Reu	Reou	Reú	拉吴，《思》勒伍	拉吳，《思》勒伍
H7467	רְעוּאֵל	Reuel	Reuel	Réouel	Reuel	流珥，《思》勒乌耳	流珥，《思》勒烏耳
H7468	רְעוּת	neighbor	perseguir	poursuivre	buscar	追求；追赶	追求；追趕
H7469	רְעוּת	longing	aflicción *				
H7470	רְעוּת	pleasure	gusto *				
H7471	רְעִי	pasture	pastura	pré	pastos	草场	草場
H7472	רֵעִי	Rei	Rei	Réï	Reí	利以，《思》勒依	利以，《思》勒依
H7473	רֹעִי	shepherd	pastor *				
H7474	רַעְיָה	darling	(mi) amiga	(mon) ami(e)	amiga	（我的）朋友；（我的）佳偶，（我的）爱人；（我的）良人	（我的）朋友；（我的）佳偶，（我的）愛人；（我的）良人
H7475	רַעְיוֹן	striving	pensamiento	poursuite	pensamento	想法；思维	想法；思維
H7476	רַעְיוֹן	thought	pensamiento *				
H7477	רָעַל	quiver	[Glosses - sp]	faire frémir			
H7478	רַעַל	reeling	tambalearse	tituber	cambalear	走路踉跄；摇摇幌幌；东倒西歪	走路踉蹌；搖搖幌幌；東倒西歪
H7479	רַעֲלָה	veil	velo	voile	véu	面纱；围巾	面紗；圍巾
H7480	רְעֵלָיָה	Reelaiah	Reelaías	Reélaya	Reelaías	利来雅，《思》勒厄拉雅	利來雅，《思》勒厄拉雅
H7481	רָעַם	thunder	tronar *	irriter			
H7482	רַעַם	thunder	[Glosses - es]	tumulte, tonnerre			
H7483	רַעְמָה	mane	crines *	crinière			
H7484	רַעְמָה	Raamah	Raama *				
H7485	רַעַמְיָה	Raamiah	Raamías	Raamia	Raamias	拉米，《现》拉末，《思》辣阿米雅	拉米，《現》拉末，《思》辣阿米雅
H7486	רַעְמְסֵס	Rameses	Ramesés	Ramsès	Ramessés	兰塞，《思》辣默色斯	蘭塞，《思》辣默色斯
H7487	רַעֲנַן	luxuriant	frondoso *				
H7488	רַעֲנָן	be fresh	fresco *				
H7489	רָעַע	be evil	hacer mal	agir méchamment	praticar o mal	做坏事；行恶，作恶	做壞事；行惡，作惡
H7490	רְעַע	break	quebrar *				
H7491	רָעַף	drip	desbordar	[Glosses - fr]	transbordar	满溢	滿溢
H7492	רָעַץ	shatter	quebrantar	[Glosses - fr]	esmagar	粉碎	粉碎
H7493	רָעַשׁ	shake	[Glosses - sp]	être abondant	balançar	摇动；摇摆	搖動；搖擺
H7494	רַעַשׁ	quaking	[Glosses - sp]	être abondant			
H7495	רָפָא	heal	sanar	guérir	sarar	医治；治愈；愈合	醫治；治愈；愈合
H7496	רָפָא	shade	espíritus de los muertos	esprits des morts	sombras da morte	死人的灵魂；阴魂	死人的靈魂；陰魂
H7497	רָפָא	Rapha	Rafa	Rapha	Rafa	巨人（音译：拉法），《思》辣法巨人【《和》的“巨人”不是名字，需要标注音译吗？】	巨人（音譯：拉法），《思》辣法巨人【《和》的“巨人”不是名字，需要標註音譯嗎？】
H7498	רָפָא	Raphah	Rafa	Rapha	Rafa	拉法，《思》辣法	拉法，《思》辣法
H7499	רְפֻאָה	remedy	curación	guérison	sarar	得医治	得醫治
H7500	רִפְאוּת	healing	curación	guérison	cura	得医治	得醫治
H7501	רְפָאֵל	Rephael	Rafael	Rephaël	Rafael	利法益，《思》勒法耳	利法益，《思》勒法耳
H7502	רָפַד	spread	[Glosses - es]	rafraîchir			
H7503	רָפָה	slacken	aflojar *	laisser seul			
H7504	רָפֶה	weak	débil *	faible			
H7505	רָפוּא	Raphu	Rafú	Raphou	Rafu	拉孚，《思》辣富	拉孚，《思》辣富
H7506	רֶפַח	Rephah	Refa	Répha	Refa	利法，《思》勒法黑	利法，《思》勒法黑
H7507	רְפִידָה	back	[Glosses - es]	lit de repos, impériale de la litière, appui, support			
H7508	רְפִידִים	Rephidim	Refidim	Rephidim	Refidim	利非订，《思》勒非丁	利非訂，《思》勒非丁
H7509	רְפָיָה	Rephaiah	Refaías	Rephaya	Refaías	利法雅，《思》勒法雅	利法雅，《思》勒法雅
H7510	רִפְיוֹן	feebleness	desaliento	découragement	fraqueza das mãos > sem coragem	灰心丧气；气馁	灰心喪氣；氣餒
H7511	רָפַס	stamp	pisotear	piétiner	pisotear	践踏	踐踏
H7512	רְפַס	tread	pisotear *				
H7513	רַפְסֹדָה	raft	[Glosses - es]	radeau			
H7514	רָפַק	lean	[Glosses - es]	se pencher, s'appuyer			
H7515	רָפַשׂ	foul	ensuciar *				
H7516	רֶפֶשׁ	mire	lodo	boue	lama	淤泥；污垢	淤泥；污垢
H7517	רֶפֶת	stall	corral	parcs à bête	curral	动物棚，牲畜棚	動物棚，牲畜棚
H7518	רַץ	piece	pieza (de plata)	morceau	peça (de prata)	（银）块	（銀）塊
H7519	רָצָא	run	correr	courir		奔跑	奔跑
H7520	רָצַד	watch with envy	[Glosses - es]	regarder avec envie			
H7521	רָצָה	accept	ser aceptable	rembourser	ser aceito/a	可接受的；悦纳的	可接受的；悅納的
H7522	רָצוֹן	acceptance	estar complacido	acceptation	favor	接纳；青睐	接納；青睞
H7523	רָצַח	murder	asesinar	commettre un meurtre	assassinar	谋杀，凶杀，杀害	謀殺，兇殺，殺害
H7524	רֶצַח	shattering	asesinato	assassiner	matar	谋杀	謀殺
H7525	רִצְיָא	Rizia	Rezía	Ritsia	Rizia	利写，《思》黎兹雅	利寫，《思》黎茲雅
H7526	רְצִין	Rezin	Rezín	Retsîn	Rezim	利汛，《思》勒斤	利汛，《思》勒斤
H7527	רָצַע	bore	perforar	percer	furar	刺穿	刺穿
H7528	רָצַף	fit	incrustar	être incrusté	ser incrustado	镶嵌	鑲嵌
H7529	רֶצֶף	coal	brasa	charbons ardents	pedras quentes	热石	熱石
H7530	רֶצֶף	Rezeph	Rezef *				
H7531	רִצְפָּה	pavement	pavimento embaldosado	pavé (en mosaïque)	pavimento	铺道；铺石地；石板地	鋪道；鋪石地；石板地
H7532	רִצְפָּה	Rizpah	[Glosses - sp]	charbon actif, vif, incondescent	brasa viva	燃烧的炭	燃燒的炭
H7533	רָצַץ	crush	romper	casser	quebrar	打破	打破
H7534	רַק	thin	fino	maigre	fino	薄；细；枯瘦	薄；細；枯瘦
H7535	רַק	except	solamente *				
H7536	רֹק	spittle	saliva	salive	cuspe	唾沫	唾沫
H7537	רָקַב	rot	pudrir	pourrir	apodrecer	腐烂	腐爛
H7538	רָקָב	rottenness	podrido	pourriture	podridão	腐败；腐烂	腐敗；腐爛
H7539	רִקָּבוֹן	rottenness	podredumbre	pourriture	podridão	腐败；腐烂	腐敗；腐爛
H7540	רָקַד	skip about	bailar	danser	dançar	跳舞；跳跃；蹦跳	跳舞；跳躍；蹦跳
H7541	רַקָּה	temple	sien	tempe	têmpora	太阳穴；鬓角	太陽穴；鬢角
H7542	רַקּוֹן	Rakkon	Racón	Raqqôn	Racom	拉昆，《思》辣孔	拉昆，《思》辣孔
H7543	רָקַח	mix	mezclar (especias)	Mélanger (épices)	misturar (especiarias)	混合（香料）	混合（香料）
H7544	רֶקַח	spice	con especias	épicé	aromático	香料调制的	香料調製的
H7545	רֹקַח	spice	mezcla	mélanger	misturado (de aromas)	配制；调和；混合	配製；調和；混合
H7546	רַקָּח	perfumer	perfumador(a)	parfumeur	perfumista	制造香膏的人	製造香膏的人
H7547	רַקֻּחַ	perfumery	hierbas aromáticas	herbes aromatiques	ervas aromáticas	芳香的草本植物	芳香的草本植物
H7548	רַקָּחָה	perfumer	perfumista *				
H7549	רָקִיעַ	expanse	firmamento	firmament	firmamento	天空，穹苍；半球形物；拱顶；广阔区域	天空，穹蒼；半球形物；拱頂；廣闊區域
H7550	רָקִיק	flatbread	oblea	mince gâteau	pães finos	薄饼	薄餅
H7551	רָקַם	weave	participio activo: tejedor de colores	brodeur	bordador	刺绣师	刺繡師
H7552	רֶקֶם	Rekem	Requem	Réqem	Requém	利坚，《思》勒耿	利堅，《思》勒耿
H7553	רִקְמָה	embroidery	tela, tejido de colores	étoffe brodée, broderie	roupas bordadas	绣花布；刺绣品	繡花布；刺繡品
H7554	רָקַע	beat	pisotear	tamponner	pisotear	顿（足），跺（脚）	頓（足），跺（腳）
H7555	רִקֻּעַ	hammered out	planchas de metal	aminci, réduit en lames	folhas batidas	捶打而成的薄板	捶打而成的薄板
H7556	רָקַק	spit	escupir	cracher	cuspir	啐唾沫，吐口水	啐唾沫，吐口水
H7557	רַקַּת	Rakkath	Racat	Raqqath	Racate	拉甲，《思》辣卡特	拉甲，《思》辣卡特
H7558	רִשְׁיוֹן	permission	permiso	permission	permissão	许可，批准	許可，批准
H7559	רָשַׁם	inscribe	escribir	écrire	escrever	写；刻；签署（文件）	寫；刻；簽署（文件）
H7560	רְשַׁם	sign	escribir *				
H7561	רָשַׁע	be wicked	ser culpable	être coupable	ser culpado	有罪	有罪
H7562	רֶשַׁע	wickedness	acciones malvadas	méfaits	maldade	邪恶的行为；邪恶	邪惡的行為；邪惡
H7563	רָשָׁע	wicked	malvado, maligno	méchant, mauvais	perverso	邪恶的；有罪的；有错误	邪惡的；有罪的；有錯誤
H7564	רִשְׁעָה	wickedness	acciones malvadas	méfaits	maldade	邪恶的行为；邪恶	邪惡的行為；邪惡
H7565	רֶשֶׁף	flash	llama	flamme	chama	火焰；闪光；火花	火焰；閃光；火花
H7566	רֶשֶׁף	Resheph	Reshef *				
H7567	רָשַׁשׁ	beat	destruir	briser	destruir	打碎；压碎	打碎；壓碎
H7568	רֶשֶׁת	net	red	filet	rede	网	網
H7569	רַתּוֹק	chain	cadena	chaîne	correntes	锁链；链子	鎖鏈；鏈子
H7570	רָתַח	boil	hacer hervir	faire bouillir	fazer ferver	使沸腾	使沸騰
H7571	רֶתַח	boiling	hervor *				
H7572		chain	cadena *				
H7573	רָתַם	bind	atar	harnacher	atrelar	套住；拴住	套住；拴住
H7574	רֶתֶם	broom	enebro	genêt	pé de giesta	罗腾树	羅騰樹
H7575	רִתְמָה	Rithmah	Ritma	Ritma	Ritmá	利提玛，《思》黎特玛	利提瑪，《思》黎特瑪
H7576	רָתַק	bind	ser atado	mettre aux fers	acorrentar	用锁链锁住	用鎖鏈鎖住
H7577	רְתֻקָה	chain	cadena	chaîne	corrente	锁链；链子	鎖鏈；鏈子
H7578	רְתֵת	trembling	temblando	tremblement	tremor	颤抖；战战兢兢	顫抖；戰戰兢兢
H7579	שָׁאַב	draw	sacar (agua)	puiser (de l'eau)	tirar (água)	取（水）	取（水）
H7580	שָׁאַג	roar	rugir	rugir	urrar	吼叫；呻吟	吼叫；呻吟
H7581	שְׁאָגָה	roaring	rugido	rugir	rugir	吼叫；低沉的叹息声	吼叫；低沉的歎息聲
H7582	שָׁאָה	crash	estar destruido	se dégrader	assolar	荒废；成为废墟	荒廢；成為廢墟
H7583	שָׁאָה	gaze	contemplar *				
H7584	שַׁאֲוָה	desolation	desolación total	désolation totale	desolação	全然荒凉；彻底毁灭	全然荒涼；徹底毀滅
H7585	שְׁאוֹל	hell	Seol	séjour des morts	mundo dos mortos	阴间，死人的世界	陰間，死人的世界
H7586	שָׁאוּל	Saul	Saúl	Saül	Saul	扫罗，《思》撒乌耳	掃羅，《思》撒烏耳
H7587	שָׁאוּלִי	Shaulite	saulitas	Saülite	saulita	扫罗族，《现》少罗宗族，《思》沙乌耳家族	掃羅族，《現》少羅宗族，《思》沙烏耳家族
H7588	שָׁאוֹן	roar	rugido	rugissant	rugido	咆哮；沸腾	咆哮；沸騰
H7589	שְׁאָט	scorn	desprecio	dédain			
H7590	שָׁאט	despise	vagar	se disperser, courir en tous sens	ir em busca de	四处走动；来回走遍	四處走動；來回走遍
H7591	שְׁאִיָּה	ruin	ruina	gaspillage	ruínas	荒废；荒凉	荒廢；荒涼
H7592	שָׁאַל	ask	pedir	demander			
H7593	שְׁאֵל	ask	pedir *				
H7594	שְׁאָל	Sheal	Seal	Shéal	Seal	示押，《思》舍阿耳	示押，《思》舍阿耳
H7595	שְׁאֵלָא	affair	asunto *				
H7596	שְׁאֵלָה	petition	petición	demande	pedido	请求	請求
H7597	שְׁאַלְתִּיאֵל	Shealtiel	Salatiel	Shéaltiel	Sealtiel	撒拉铁，《思》沙耳提耳	撒拉鐵，《思》沙耳提耳
H7598	שְׁאַלְתִּיאֵל	Shealtiel	Sealtiel *				
H7599	שָׁאַן	rest	reposar	être à l'aise	ficar tranquilo	轻松自在；安全	輕鬆自在；安全
H7600	שַׁאֲנָן	secure	despreocupado	à l'aise	tranquilo/a	自在；安全；自满	自在；安全；自滿
H7601	שָׁאַס	spoil	saquear	dépouiller	saquer	掳掠；洗劫；抢夺，掠夺	擄掠；洗劫；搶奪，掠奪
H7602	שָׁאַף	long for	jadear	halètement	respirar ofegante	急促呼吸；喘气	急促呼吸；喘氣
H7603	שְׂאֹר	leaven	levadura	levain	fermento	酵；酵母	酵；酵母
H7604	שָׁאַר	remain	quedar	laisser en suspens, de côté			
H7605	שְׁאָר	remnant	quedar	laisser en suspens, de côté	corpo	身，身体，肉体	身，身體，肉體
H7606	שְׁאָר	remainder	resto *				
H7607	שְׁאֵר	flesh	carne	chair, viande	carne	肉	肉
H7608	שַׁאֲרָה	kinswomen	pariente	parent	parente	骨肉，骨肉之亲；亲戚，亲属	骨肉，骨肉之親；親戚，親屬
H7609	שֶׁאֱרָה	Sheerah	Seera	Shèèra	Seerá	舍伊拉，《思》舍厄辣	舍伊拉，《思》舍厄辣
H7610	שְׁאָר יָשׁוּב	Shear-jashub	Sear-jasub	Shéar-Yashouv	Sear-Jasube	施亚‧雅述，《思》舍阿尔雅叔布	施亞‧雅述，《思》舍阿爾雅叔布
H7611	שְׁאֵרִית	remnant	quedar	laisser en suspens, de côté			
H7612	שֵׁאת	devastation	ruina	gaspillage	assolação	荒废；荒凉	荒廢；荒涼
H7613	שְׂאֵת	elevation	levantando	lever	erguer	抬起；举起	抬起；舉起
H7614	שְׁבָא	Sheba	Seba	Saba	Sabá	示巴，《思》舍巴	示巴，《思》舍巴
H7615	שְׁבָאִי	Sabean	Sabeos	Sabéen	sabeus	示巴人，《思》舍巴人	示巴人，《思》舍巴人
H7616	שָׁבָב	fragment	pedazo	éclats	pedaços	一块一块；碎片	一塊一塊；碎片
H7617	שָׁבָה	take captive	prisionero	captif	prisioneiro	俘虏；被掳的人	俘虜；被擄的人
H7618	שְׁבוּ	agate	agata	agate	ágata	玛瑙	瑪瑙
H7619	שְׁבוּאֵל	Shebuel	Shebuel *				
H7620	שָׁבוּעַ	Weeks	semana	semaine	semana	星期	星期
H7621	שְׁבוּעָה	oath	voto	serment	juramento	誓言	誓言
H7622	שְׁבוּת	captivity	cautividad *				
H7623	שָׁבַח	soothe	considerar bueno	considérer comme bon	considerar feliz	认为好；认为幸运	認為好；認為幸運
H7624	שְׁבַח	praise	alabanza *				
H7625	שְׁבַט	tribe	tribu *				
H7626	שֵׁבֶט	tribe	bastón	bâton	vara	杖、棍、槌、权杖	杖、棍、槌、權杖
H7627	שְׁבָט	Shebat	Sebat	Shevat	sebate	细罢特月，《思》舍巴特月	細罷特月，《思》舍巴特月
H7628	שְׁבִי	captivity	cautividad *				
H7629	שֹׁבִי	Shobi	Sobi	Chobi	Sobi	朔比，《思》芍彼	朔比，《思》芍彼
H7630	שֹׁבַי	Shobai	Sobai	Chobaï	Sobai	朔拜，《思》芍拜	朔拜，《思》芍拜
H7631	שְׂבִיב	flame	llama *				
H7632	שָׁבִיב	flame	flama	flamme	chama	火焰	火焰
H7633	שִׁבְיָה	captive	cautiverio	captivité	cativos	俘虏，被掳的人	俘虜，被擄的人
H7634	שׇׁבְיָה	Sachia	Saquías	Sakya	Saquias	沙迦，《思》撒基雅	沙迦，《思》撒基雅
H7635	שָׁבִיל	path	camino > conducta	chemin > conduite	caminho > conduta	路径 ＞ 行为	路徑 ＞ 行為
H7636	שָׁבִיס	headband	[Glosses - sp]	bandeau	testeira	头带	頭帶
H7637	שְׁבִיעִי	seventh	séptimo	septième	sétimo	第七	第七
H7638	שָׂבָךְ	net	red	filet, grille	treliça	窗格；网子	窗格；網子
H7639	שְׂבָכָה	latticework	enrejado *				
H7640	שֹׁבֶל	skirt	cola del vestido	jupe	saia	下摆；裙裾	下擺；裙裾
H7641	שִׁבֹּל	stream	[Glosses - es]	flux			
H7642	שַׁבְלוּל	snail	caracol	escargot	lesma	蜗牛	蝸牛
H7643	שְׂבָם	Sebam	Sibma *				
H7644	שֶׁבְנָא	Shebna	Sebna	Chebna	Sebna	舍伯那，《思》舍布纳	舍伯那，《思》舍布納
H7645	שְׁבַנְיָה	Shebaniah	Sebanías *				
H7646	שָׂבַע	satisfy	saciarse	être rassasié	fartar-se	饱足；得到满足；变得满足	飽足；得到滿足；變得滿足
H7647	שָׂבָע	abundance	repleto	abondance	abundância	充足；丰富	充足；豐富
H7648	שֹׂבַע	satiety	saciado	rassasié	saciado	饱足	飽足
H7649	שָׂבֵעַ	sated	saciado	rassasié	farto	饱足	飽足
H7650	שָׁבַע	swear	jurar	prêter serment	jurar	起誓；宣誓	起誓；宣誓
H7651	שֶׁבַע	seven	siete	sept	sete	七	七
H7652	שֶׁבַע	Sheba	Seba *				
H7653	שִׂבְעָה	fullness	estar satisfecho	satisfaction	satisfação	满足	滿足
H7654	שׇׂבְעָה	satiety	repleto	abondance	abundância	充足；丰富	充足；豐富
H7655	שִׁבְעָה	seven	siete *				
H7656	שִׁבְעָה	Shibah	Siba *				
H7657	שִׁבְעִים	seventy	setenta *				
H7658	שִׁבְעָנָה	seven	siete	sept	sete	七	七
H7659	שִׁבְעָתַיִם	sevenfold	siete veces *				
H7660	שָׁבַץ	weave	tejer con adornos	tisser des motifs	tecer em padrões	编织图案	編織圖案
H7661	שָׁבָץ	agony	[Glosses - es]	angoisse			
H7662	שְׁבַק	left	dejar *				
H7663	שָׂבַר	inspect	examinar	examiner	examinar	检查；察看	檢查；察看
H7664	שֵׂבֶר	hope	esperanza	espoir	esperança	希望	希望
H7665	שָׁבַר	break	romper *				
H7666	שָׁבַר	buy grain	comprar grano *				
H7667	שֶׁבֶר	breaking	rotura	rupture	quebrar	打破；破坏	打破；破壞
H7668	שֶׁבֶר	grain	grano *				
H7669	שֶׁבֶר	Sheber	Sheber *				
H7670	שִׁבְרוֹן	breaking	quebrantamiento de los lomos (de alguien) > acobardado	briser les reins (de quelqu'un) > jambes faibles	quebrar os lombos (de alguém) > pernas fracas	折断（某人的）腰部 ＞ 腿无力	折斷（某人的）腰部 ＞ 腿無力
H7671	שְׁבָרִים	Shebarim	cantera de piedras	carrières de pierre	pedreiras	采石场	採石場
H7672	שְׁבַשׁ	be perplexed	confundir *				
H7673	שָׁבַת	cease	terminar	se terminer	cessar	结束；终止；停止	結束；終止；停止
H7674	שֶׁבֶת	cessation	[Glosses - es]	session			
H7675	שֶׁבֶת	seat	trono *				
H7676	שַׁבָּת	Sabbath	sábado	sabbat, (jour) du repos	sábado	安息日；休息（日）	安息日；休息（日）
H7677	שַׁבָּתוֹן	sabbath observance	[Glosses - es]	fête sabbatique			
H7678	שַׁבְּתַי	Shabbethai	Sabetai	Chabthaï	Sabetai	沙比太，《思》沙贝泰	沙比太，《思》沙貝泰
H7679	שָׂגָא	grow great	engrandecer	rendre important	engrandecer	使变得强大；使变得伟大	使變得強大；使變得偉大
H7680	שְׂגָא	grow great	crecer *				
H7681	שָׁגֶא	Shagee	Sage	Shagué	Sage	沙基，《思》沙革	沙基，《思》沙革
H7682	שָׂגַב	exalt	[Glosses - es]	garder en sécurité	opor-se	反对，敌对	反對，敵對
H7683	שָׁגַג	go astray	cometer un error	se tromper	errar	犯错；误入歧途	犯錯；誤入歧途
H7684	שְׁגָגָה	unintentionally	un pecado por error	péché involontaire	erro	无意中犯罪；无心的错误	無意中犯罪；無心的錯誤
H7685	שָׂגָה	grow	crecer	se développer	crescer	生长，成长	生長，成長
H7686	שָׁגָה	wander	extraviar	s'égarer	vaguear	游荡；走失；迷路	遊蕩；走失；迷路
H7687	שְׂגוּב	Segub	Segub	Ségoub	Segube	西割，《思》色古布	西割，《思》色古布
H7688	שָׁגַח	gaze	fijar la mirada	regarder	ficar olhando	凝视，盯着看	凝視，盯著看
H7689	שַׂגִּיא	great	mucha	nombreux	muitos	许多	許多
H7690	שַׂגִּיא	greatly	mucho *				
H7691	שְׁגִיאָה	error	error	erreur	erro	错误；过失	錯誤；過失
H7692	שִׁגָּיוֹן	Shiggaion	[Glosses - es]	chant funèbre			
H7693	שָׁגַל	ravish	tener sexo (con)	coucher avec	violentar	发生性关系；强奸	發生性關係；強姦
H7694	שֵׁגָל	queen	reina	reine	rainha	王后	王后
H7695	שֵׁגָל	consort	reina *				
H7696	שָׁגַע	be mad	loco	insensé	louco	疯癫；疯狂	瘋癲；瘋狂
H7697	שִׁגָּעוֹן	madness	locura	folie	loucura	疯狂，精神错乱	瘋狂，精神錯亂
H7698	שֶׁגֶר	offspring	becerro	première portée	cria	牛犊，崽	牛犢，崽
H7699	שַׁד	breast	pecho *				
H7700	שֵׁד	demon	espíritu	esprit	demônio	邪灵；鬼魔	邪靈；鬼魔
H7701	שֹׁד	violence	violencia *				
H7702	שָׂדַד	harrow	trazar surcos	ameublir (le sol)	desfazer torrões	松土；耙地；犁，耕	鬆土；耙地；犁，耕
H7703	שָׁדַד	ruin	tratar con violencia	ravager	destruir	蹂躏；摧毁；破坏；掠夺	蹂躪；摧毀；破壞；掠奪
H7704	שָׂדֶה	Sirion	Campo de Zofim	Champ des guetteurs, champ de Tsofim	campo de Zofim	琐腓的田野，《现》琐腓田，《思》瞭望台	瑣腓的田野，《現》瑣腓田，《思》瞭望台
H7705	שִׁדָּה	concubine	muchas concubinas	de nombreuses concubines	muitas concubinas	无数的妃嫔	無數的妃嬪
H7706	שַׁדַּי	Almighty	Todopoderoso	Tout-Puissant	Todo-Poderoso	全能者；全足者	全能者；全足者
H7707	שְׁדֵיאוּר	Shedeur	Sedeur	Chedéour	Sedeur	示丢珥，《思》舍德乌尔	示丟珥，《思》舍德烏爾
H7708	שִׂדִּים	Valley	valle de Sidim	Siddim	vale de Sidim	西订谷，《思》息丁山谷	西訂谷，《思》息丁山谷
H7709	שְׁדֵמָה	field	campo	terrain	campo	田野	田野
