# non-dominant (polysemous) senses needing translation per language; the dominant sense of each (lex,stem) localizes for free via the per-stem gloss
lex	stem	sense	en_gloss	share
MD/		2	your measure(s)	0.1
MD</		2	mind	0.167
MDBR/		2	than the wilderness	0.004
MDD[	piel	2	it will continue	0.25
MDH/		2	a measured portion	0.132
MDH/		3	the measure	0.038
MDH/		4	area	0.019
MDJ/		2	Madai	0.125
MDJ/		3	O Media	0.062
MDRGH/		2	the steep place	0.5
MF>T/		2	portions	0.2
MF>T/		3	present	0.2
MF>T/		4	the tax	0.133
MF>T/		5	your offerings	0.067
MF>T/		6	the raising	0.067
MFGB/		2	stronghold	0.059
MFKJT/		2	images	0.167
MFKJT/		3	imaginations	0.167
MFKJT/		4	his own	0.167
MFKJT/		5	carvings	0.167
MGD/		2	of excellence(s)	0.25
MGD/		3	excellent things	0.125
MGDL/		2	a high platform	0.022
MGDL_<DR/		2	O	0.5
MGDNWT/		2	gifts	0.25
MGPH/		2	a blow	0.077
MGRC/		2	open land	0.026
MGRC/		3	pastureland	0.009
MGWRJM/		2	sojourning-places	0.1
MH		2	when?	0.009
MH		3	much?	0.003
MH		4	long?	0.003
MHJR/		2	prompt	0.25
MHLK/		2	a passage	0.2
MHLK/		3	goings	0.2
MHWMH/		2	turmoil	0.167
MHWMH/		3	disturbances	0.167
MJ		2	than whom?	0.125
MJKH/		2	O Micah	0.03
MJKJHW/		2	O Micaiah	0.048
MJM/		2	like (the) waters	0.002
MJNQT/		2	a wet nurse	0.167
MJTR/		2	bowstrings	0.111
MKCLH/		2	stumbling-blocks	0.5
MKCWL/		2	stumbling	0.143
MKCWL/		3	stumblings	0.071
MKH/		2	slaughter	0.021
MKMR/		2	his own	0.5
MKMRT/		2	(of) a fishing net	0.333
MKR/		2	merchandise	0.333
MKR[	hit	2	you will sell yourselves	0.333
MKR[	qal	2	seller	0.044
MKR[	qal	3	certainly (sell)	0.022
MKR[	qal	4	[those	0.022
MKSH=/		2	coverings	0.25
MKSH==/		2	the amount	0.5
MKTB/		2	an inscription	0.111
MKTC/		2	mortar	0.5
MKWN/		2	foundations	0.176
MKWNH/		2	its own stand	0.04
MKWNH/		3	foundations	0.04
ML>=/		2	a multitude	0.026
ML>=/		3	than fullness	0.026
ML>H=/		2	a setting	0.333
ML>JM/		2	settings	0.267
ML>JM/		3	offering(s)	0.067
ML>JM/		4	your installation	0.067
ML>K/		2	O messengers	0.005
MLBN/		2	brick-terrace	0.333
MLJYH/		2	a parable	0.5
MLK/		2	than a king	0.0
MLKM=/		2	Malkam	0.25
MLKW/		2	the reign	0.129
MLL[	piel	2	has he said	0.25
MLL[	piel	3	will you say	0.25
MLV[	nif	2	let me slip away	0.017
MLV[	nif	3	really (escape)	0.017
MLV[	piel	2	they left undisturbed	0.04
MLV[	piel	3	it laid eggs	0.04
MLV[	piel	4	certainly (rescue)	0.04
MLWN/		2	the lodging place	0.375
MMCL/		2	rulers	0.333
MMCLT/		2	realm	0.154
MMCLT/		3	authority	0.077
MMCLT/		4	the rule	0.077
MMLKH/		2	O kingdoms	0.011
MMLKT/		2	of the reign	0.083
MMLKWT/		2	the kingship	0.333
MMZR/		2	a mixed population	0.5
MN		2	distant	0.004
MN		3	both	0.001
MN		4	missabib	0.001
MN		5	Bani from	0.001
MN<[	nif	2	let yourself be restrained	0.25
MNH[	piel	2	he assigned	0.333
MNH[	piel	3	people have allotted	0.111
MNH[	qal	2	you will muster	0.083
MNH[	qal	3	I will appoint	0.083
MNWS/		2	my place	0.25
MNWS/		3	flight	0.125
MNWX/		2	your resting	0.286
MNXH/		2	offerings	0.005
MPJBCT/		2	O Mephibosheth	0.154
MPL/		2	the hanging parts	0.5
MPLT/		2	the carcass	0.125
MPLT/		3	trunk	0.125
MPLYT/		2	image	0.5
MPQD/		2	the appointed place	0.25
MPQD/		3	the appointment	0.25
MPRF/		2	spreading out(s)	0.5
MQDC/		2	part	0.013
MQL/		2	stick	0.111
MQL/		3	staves	0.056
MQL<T/		2	carving	0.25
MQNH=/		2	price	0.133
MQQ[	nif	2	they will rot	0.222
MQQ[	nif	3	rotting away	0.111
MQQ[	nif	4	they fester	0.111
MQR>/		2	reading	0.043
MQRH/		2	chance	0.3
MQWH/		2	place	0.333
MQWH==/		2	O hope	0.4
MQYW</		2	buttress	0.417
MR</		2	his close	0.429
MR</		3	close friends	0.143
MR<JT/		2	flock	0.111
MR>/		2	O	0.25
MR>H=/		2	the mirrors	0.083
MRBJT/		2	part	0.2
MRBJT/		3	of the greatness	0.2
MRBJT/		4	the greater part	0.2
MRD[	qal	2	rebel	0.24
MRD[	qal	3	rebellious	0.04
MRD[	qal	4	rebel against	0.04
MRH[	hif	2	rebelling	0.333
MRH[	hif	3	rebellious	0.143
MRH[	hif	4	he will rebel against	0.095
MRH[	hif	5	rebel toward	0.048
MRH[	hif	6	they rebelled toward	0.048
MRH[	qal	2	rebels	0.091
MRJ>/		2	fatlings	0.375
MRKB/		2	chariotry	0.333
MRKB/		3	seat	0.333
MRKBH/		2	chariotry	0.026
MRMH/		2	treachery	0.026
MRQXH/		2	of ointment	0.5
MRRH=/		2	gall-bladder	0.5
MRRJ=/		2	of Merarite	0.051
MRV[	qal	2	made bare	0.4
MRWD/		2	homelessness(es)	0.333
MRWD/		3	homelessness	0.333
MRWYH/		2	their own	0.333
MRXB/		2	expanses	0.167
MRXCT/		2	pan	0.5
MRXQ/		2	distant places	0.056
MRXQ/		3	places	0.056
MRY[	nif	2	they are painful	0.333
MRZX/		2	revelry	0.5
MS/		2	a tax	0.043
MS</		2	breaking	0.091
MS</		3	journeying	0.091
MS<=/		2	a dart	0.5
MSB/		2	round about	0.25
MSB/		3	table	0.25
MSGRT/		2	strongholds	0.176
MSK/		2	covering	0.12
MSKNWT/		2	storehouses	0.143
MSLH/		2	track	0.074
MSPD/		2	mourning	0.188
MSPR/		2	measure	0.008
MSPR/		3	the recounting	0.008
MSPXT/		2	a skin rash	0.333
MSS[	nif	2	they dropped off	0.056
MSS[	nif	3	worthless	0.056
MT/		2	O men	0.045
MTKNT/		2	proportion	0.4
MTNH/		2	a bribe	0.059
MTNJM/		2	than the loins	0.043
MTQ[	hif	2	it tastes sweet	0.5
MTQ[	qal	2	they became sweet	0.333
MV</		2	planting place(s)	0.333
MV</		3	my planting(s)	0.167
MV</		4	place	0.167
MV<MJM/		2	his delicious	0.25
MV<MJM/		3	food(s)	0.125
MV>[	peal	2	it came	0.125
MV>[	peal	3	it arrived	0.125
MVH/		2	O tribe	0.004
MVH/		3	of arrows	0.004
MVH/		4	his own	0.004
MVH=/		2	bier	0.034
MVH==/		2	beneath	0.053
MVMN/		2	treasures	0.4
MVPXT/		2	shawl	0.5
MVR[	hif	2	I sent rain	0.188
MVR[	hif	3	he had caused rain	0.125
MVR[	hif	4	about to rain down	0.125
MVR[	hif	5	about to bring rain	0.062
MW<D/		2	your appointed place	0.009
MW<D/		3	signal	0.004
MW<YH/		2	counsels	0.143
MW>B/		2	O Moab	0.017
MWCB/		2	the location	0.045
MWCB/		3	(the) resident	0.023
MWCB/		4	the habitable places	0.023
MWC[	hif	2	I have ceased	0.333
MWC[	qal	2	it will cease	0.059
MWG[	hit	2	they will flow with	0.333
MWK[	qal	2	impoverished	0.2
MWLDT/		2	one born	0.136
MWLDT/		3	birth(s)	0.091
MWLDT/		4	offspring	0.045
MWL[	nif	2	definitely (be circumcised)	0.062
MWL[	qal	2	people had circumcised	0.167
MWR>/		2	terror	0.364
MWR[	hif	2	changes	0.273
MWR[	hif	3	actually (exchange)	0.182
MWR[	hif	4	anyone will exchange	0.091
MWSDH/		2	the foundations	0.5
MWSR/		2	the training	0.02
MWSR/		3	a warning	0.02
MWSR/		4	instruction	0.02
MWT/		2	O death	0.007
MWT/		3	his own	0.007
MWT/		4	than death	0.007
MWTR/		2	the advantage	0.333
MWT[	hif	2	about to put to death	0.011
MWT[	hif	3	he caused to die	0.011
MWT[	hif	4	who] bring death	0.011
MWT[	hif	5	putting	0.011
MWT[	hof	2	were] about to be put to death	0.029
MWT[	piel	2	put to death	0.167
MWT[	qal	2	someone will die	0.005
MWT[	qal	3	than	0.002
MWT[	qal	4	dying	0.002
MWV/		2	pole	0.25
MWV/		3	yoke-bar	0.25
MWVH/		2	poles	0.083
MWV[	nif	2	may they be dropped	0.043
MWV[	qal	2	utterly (shake)	0.091
MWV[	qal	3	they shook	0.091
MWV[	qal	4	it has slipped	0.091
MWV[	qal	5	sways	0.091
MWY>/		10	their points	0.038
MWY>/		11	a spring	0.038
MWY>/		12	a mine	0.038
MWY>/		2	springs	0.115
MWY>/		3	goings out	0.115
MWY>/		4	exits	0.115
MWY>/		5	the export	0.077
MWY>/		6	the outlet	0.077
MWY>/		7	forth	0.077
MWY>/		8	a going forth	0.077
MWY>/		9	of departure	0.038
MWY>H/		2	origins	0.5
MWYQ/		2	lump	0.5
MXBRT/		2	joining	0.25
MXBT/		2	tray	0.2
MXBT/		3	cake	0.2
MXCBH/		2	their own schemes	0.02
MXCBT/		2	design	0.286
MXCBT/		3	invention	0.143
MXH[	nif	2	it will be wiped away	0.111
MXH[	qal	2	she wipes clean	0.143
MXH[	qal	3	completely (wipe out)	0.048
MXH[	qal	4	someone wipes clean	0.048
MXH[	qal	5	he will wipe away	0.048
MXJH/		2	a raw spot	0.25
MXJH/		3	sustenance	0.25
MXJH/		4	reviving	0.25
MXLH=/		2	the dance	0.125
MXLJ=/		2	Mahlite	0.083
MXLQT/		2	portions	0.027
MXMD/		2	things	0.231
MXMD/		3	desirable thing	0.231
MXMD/		4	my desirable	0.077
MXMD/		5	desirableness(es)	0.077
MXNH/		2	company	0.005
MXRT/		2	their next	0.031
MXRT/		3	day	0.031
MXTH/		2	fire-pans	0.455
MXYJT/		2	than (the) half	0.062
MXYJT/		3	the middle	0.062
MY/		2	be] like chaff	0.125
MY<R/		2	time	0.2
MY<R/		3	a small thing	0.2
MY<R/		4	a small number	0.2
MY>[	hif	2	about to deliver	0.25
MY>[	nif	2	actually (be found)	0.007
MY>[	qal	2	[one	0.012
MY>[	qal	3	[those	0.008
MY>[	qal	4	people found	0.004
MY>[	qal	5	they will come upon	0.004
MY>[	qal	6	you will meet	0.004
MY>[	qal	7	people will find	0.004
MY>[	qal	8	brings out	0.004
MY>[	qal	9	someone found	0.004
MYB/		2	the standing-place	0.2
MYB/		3	office	0.1
MYBT/		2	stump	0.5
MYH/		2	bread(s)	0.075
MYR/		2	distress	0.333
MYR/		3	places	0.333
MYWH/		2	order	0.006
MYWLH/		2	hollow	0.083
MYWR=/		2	siege work	0.042
MZ<R/		2	fewness	0.5
MZBX/		2	O altar	0.003
MZMH/		2	purpose	0.211
MZMH/		3	of evil devices	0.105
MZMH/		4	plan	0.053
MZMH/		5	thoughts	0.053
MZMH/		6	wickedness	0.053
MZMRH/		2	knives	0.25
MZMRH/		3	your pruning	0.25
MZRH/		2	a winnowing fork	0.5
MZRQ/		2	like the bowls	0.031
N<L/		2	a pair of sandals	0.091
N<M/		2	Favor	0.286
N<R/		2	our young	0.004
N<R/		3	children	0.004
N<R=/		2	than youth	0.25
N<RH/		2	the female servants	0.016
N<R[	nif	2	I will shake myself free	0.333
N<R[	piel	2	may he shake out	0.333
N<R[	qal	2	I shook out	0.25
N<R[	qal	3	shaken out	0.25
N>P[	qal	2	adulterer	0.188
N>P[	qal	3	of adulteresses	0.188
N>WH/		2	lovely	0.444
N>Y[	piel	2	[those	0.231
N>Y[	piel	3	indeed (declare contemptible)	0.154
N>Y[	piel	4	they treated with contempt	0.077
NB<[	hif	2	it ferments	0.111
NBL/		2	the foolish women	0.056
NBLH/		2	folly	0.231
NBL[	piel	2	treat with contempt	0.333
NBL[	qal	2	surely (wear out)	0.105
NBL[	qal	3	withered fruit	0.053
NBL[	qal	4	it crumbles away	0.053
NBL[	qal	5	you have been foolish	0.053
NBV[	hif	2	people look	0.015
NCB[	hif	2	he makes blow	0.5
NCK=[	qal	2	[those	0.5
NCK[	qal	2	who is] bitten	0.333
NCL[	qal	2	he will clear away	0.333
NCL[	qal	3	it will slip off	0.167
NCL[	qal	4	it will drop off	0.167
NCMH/		2	breathing thing	0.167
NCMH/		3	thing	0.083
NCP[	qal	2	he blows	0.5
NCQ[	piel	2	kiss	0.4
NCQ[	qal	2	I want to kiss	0.048
NCR/		2	than eagles	0.115
NDBH/		2	your freewill	0.115
NDBH/		3	offerings	0.077
NDBH/		4	of voluntariness(es)	0.038
NDBH/		5	offering	0.038
NDB[	hit	2	they made a contribution	0.231
NDB[	hit	3	offering of freewill offerings	0.154
NDB[	hit	4	offered	0.077
NDD[	qal	2	fluttering	0.095
NDD[	qal	3	wanderers	0.048
NDJB/		2	willing	0.16
NDJBH/		2	dignity	0.333
NDP[	qal	2	may you drive about	0.5
NDR/		2	your votive	0.05
NDR/		3	your votive offerings	0.017
NDR/		4	offerings	0.017
NDR[	qal	2	make vows	0.097
NDX[	hif	2	banish	0.231
NDX[	hif	3	he thrust aside	0.154
NDX[	hif	4	he enticed away	0.077
NDX[	hif	5	I will drive out	0.077
NDX[	hif	6	they have driven away	0.077
NDX[	hif	7	have you driven out	0.077
NDX[	nif	2	they had been driven away	0.136
NDX[	nif	3	you will be drawn aside	0.091
NDX[	nif	4	who is] outcast	0.091
NDX[	nif	5	it will be impelled	0.045
NDX[	nif	6	going astray	0.045
NF>[	hif	2	they will cause to bring	0.5
NF>[	hit	2	it lifts itself up	0.111
NF>[	hit	3	are] the raises himself	0.111
NF>[	nif	2	raised	0.091
NF>[	nif	3	ever (be taken away)	0.061
NF>[	nif	4	exalted	0.061
NF>[	piel	2	lifting	0.25
NF>[	piel	3	he had exalted	0.125
NF>[	piel	4	someone will take away	0.125
NF>[	piel	5	carry	0.125
NF>[	qal	10	certainly (forgive)	0.002
NF>[	qal	11	someone will lift up	0.002
NF>[	qal	12	it arises	0.002
NF>[	qal	13	someone will carry away	0.002
NF>[	qal	14	people will raise	0.002
NF>[	qal	15	receive	0.002
NF>[	qal	2	bringing	0.004
NF>[	qal	3	endure	0.004
NF>[	qal	4	someone took	0.002
NF>[	qal	5	people lifted up	0.002
NF>[	qal	6	carrier	0.002
NF>[	qal	7	someone will carry off	0.002
NF>[	qal	8	O bear	0.002
NF>[	qal	9	actually (carry)	0.002
NFG[	hif	2	they overtook	0.156
NFG[	hif	3	certainly (overtake)	0.031
NFJ>/		2	the chief	0.008
NFJ>/		3	ruler	0.008
NFJ>/		4	O princes	0.008
NG<[	qal	2	stricken	0.019
NG<[	qal	3	it arrived	0.019
NG<[	qal	4	about to touch	0.01
NG<[	qal	5	people touched	0.01
NGC[	hif	2	they brought	0.062
NGC[	nif	2	he approached	0.118
NGC[	nif	3	near	0.059
NGC[	nif	4	he will come near	0.059
NGC[	nif	5	it has drawn near	0.059
NGC[	qal	2	draw	0.047
NGD[	hif	2	he reported	0.006
NGD[	hif	3	actually (tell)	0.003
NGD[	hif	4	you have made known	0.003
NGD[	hif	5	about to tell	0.003
NGD[	hif	6	certainly (tell)	0.003
NGD[	hof	2	fully (tell)	0.029
NGD[	hof	3	fully (be told)	0.029
NGF[	nif	2	it will oppress	0.25
NGF[	nif	3	he was oppressed	0.25
NGF[	qal	2	he will press	0.105
NGF[	qal	3	he exacted	0.053
NGF[	qal	4	the oppresses	0.053
NGF[	qal	5	you drive hard	0.053
NGF[	qal	6	ruler	0.053
NGF[	qal	7	of a driver	0.053
NGH[	hif	2	it will make shine	0.333
NGJD/		2	of nobles	0.023
NGJD/		3	the supervisor	0.023
NGJD/		4	commanders	0.023
NGJNH/		2	song	0.214
NGJNH/		3	taunt songs	0.071
NGJNH/		4	music	0.071
NGP/		2	of striking	0.143
NGP[	nif	2	totally (defeated)	0.043
NGP[	qal	2	he defeated	0.143
NGP[	qal	3	about to strike	0.095
NGR[	hif	2	people	0.2
NGR[	nif	2	it was stretched out	0.25
NGR[	nif	3	torrents	0.25
NGR[	nif	4	it has poured itself	0.25
NHG[	piel	2	he drove	0.2
NHG[	piel	3	he will drive away	0.2
NHG[	piel	4	you led	0.2
NHG[	piel	5	he led forth	0.2
NHG[	qal	10	guiding	0.053
NHG[	qal	11	he has driven	0.053
NHG[	qal	2	he drove	0.158
NHG[	qal	3	he will lead away	0.105
NHG[	qal	4	led	0.105
NHG[	qal	5	he drove away	0.053
NHG[	qal	6	they had driven them away	0.053
NHG[	qal	7	he drives	0.053
NHG[	qal	8	O lead	0.053
NHG[	qal	9	they drive away	0.053
NHJ/		2	a mourning song	0.286
NHL[	piel	2	you have led	0.333
NHMH/		2	the groaning	0.5
NKH[	hif	10	than striking	0.003
NKH[	hif	2	when struck down	0.006
NKH[	hif	3	they wounded	0.006
NKH[	hif	4	certainly (strike)	0.003
NKH[	hif	5	someone	0.003
NKH[	hif	6	he thrust	0.003
NKH[	hif	7	when	0.003
NKH[	hif	8	the [one	0.003
NKH[	hif	9	someone will strike	0.003
NKH[	hof	2	I was wounded	0.062
NKL[	hit	2	deal cunningly	0.5
NMR/		2	than leopards	0.167
NPC/		2	mind	0.001
NPC/		3	of emotion	0.001
NPC/		4	[one	0.001
NPH/		2	a sieve	0.25
NPL[	hif	2	he will knock out	0.02
NPL[	hif	3	make	0.02
NPL[	hif	4	they let drop	0.02
NPL[	hif	5	someone cast	0.02
NPL[	hit	2	throw himself	0.2
NPL[	qal	2	about to fall	0.003
NPL[	qal	3	people fall?	0.003
NPL[	qal	4	certainly (fall)	0.003
NPQ[	peal	2	it went out	0.333
NPQ[	peal	3	they went forth	0.167
NPX[	hif	2	I have caused to breathe out	0.5
NPX[	qal	2	he blew	0.222
NPX[	qal	3	blown upon	0.222
NPX[	qal	4	it has panted	0.111
NPY[	qal	2	it was scattered	0.4
NPY[	qal	3	it dispersed	0.2
NQB[	qal	2	pierced	0.3
NQB[	qal	3	designate	0.1
NQB[	qal	4	he bored	0.1
NQB[	qal	5	the dignitaries	0.1
NQB[	qal	6	will anyone pierce?	0.1
NQC[	piel	2	may he strike	0.5
NQD/		2	sheep-tenders	0.5
NQDJM/		2	cakes	0.333
NQH[	nif	2	be free	0.25
NQH[	nif	3	it will be emptied	0.125
NQH[	nif	4	he will be purged	0.083
NQH[	nif	5	I am innocent	0.042
NQH[	piel	2	leave	0.067
NQH[	piel	3	I left unpunished	0.067
NQH[	piel	4	acquit	0.067
NQH[	piel	5	I will be acquitted	0.067
NQJ/		2	free from guilt	0.023
NQJ/		3	an exempt	0.023
NQJWN/		2	cleanness	0.2
NQM[	hit	2	an avenger	0.4
NQM[	qal	2	certainly (avenge)	0.083
NQP[	hif	2	encircling	0.267
NQP[	hif	3	you will round off	0.067
NQP[	hif	4	it has gone around	0.067
NQP[	hif	5	go	0.067
NQP[	hif	6	they had gone round	0.067
NQP[	hif	7	he has closed	0.067
NQR[	piel	2	it has pierced	0.333
NRD/		2	nard plants	0.333
NS/		2	warning sign	0.048
NS<[	hif	2	they quarried	0.25
NS<[	hif	3	you uprooted	0.25
NS<[	hif	4	you will set aside	0.125
NS<[	qal	2	marching	0.008
NS<[	qal	3	about to set out	0.008
NS<[	qal	4	setting out	0.008
NS<[	qal	5	he pulled out	0.008
NS<[	qal	6	anyone will pull out	0.008
NSH[	piel	2	it attempted?	0.074
NSH[	piel	3	putting to the test	0.037
NSH[	piel	4	someone attempt?	0.037
NSJK=/		2	images	0.5
NSK[	qal	2	he has cast	0.286
NSK[	qal	3	I have installed	0.143
NSX[	qal	2	he tears down	0.5
NTC[	qal	2	about	0.077
NTC[	qal	3	about to pluck up	0.077
NTK[	hif	2	melt	0.5
NTK[	nif	2	you will be melted	0.25
NTK[	nif	3	about to be poured out	0.125
NTK[	qal	2	it will pour out	0.143
NTN[	hof	2	he was put	0.25
NTN[	nif	2	certainly (be given)	0.024
NTN[	nif	3	it will be given forth	0.012
NTN[	nif	4	it has been appointed	0.012
NTN[	nif	5	let it be permitted	0.012
NTN[	nif	6	it will be set	0.012
NTN[	qal	10	someone assigned	0.001
NTN[	qal	11	about to make	0.001
NTN[	qal	12	they gave over	0.001
NTN[	qal	13	people will give forth	0.001
NTN[	qal	14	men give	0.001
NTN[	qal	15	I will place	0.001
NTN[	qal	16	they presented	0.001
NTN[	qal	17	people will requite	0.001
NTN[	qal	18	people have made	0.001
NTN[	qal	19	you will extend	0.001
NTN[	qal	2	really (give)	0.001
NTN[	qal	20	beat	0.001
NTN[	qal	21	it yields produce	0.001
NTN[	qal	22	she supplies	0.001
NTN[	qal	23	than to give	0.001
NTN[	qal	24	people have given forth	0.001
NTN[	qal	25	to give over	0.001
NTN[	qal	26	people had given	0.001
NTN[	qal	3	than	0.001
NTN[	qal	4	he will provide	0.001
NTN[	qal	5	utters	0.001
NTN[	qal	6	it will yield	0.001
NTN[	qal	7	generously (give)	0.001
NTN[	qal	8	certainly (give)	0.001
NTN[	qal	9	they had dedicated	0.001
NTQ[	nif	2	they were drawn out	0.2
NTQ[	nif	3	they have been separated	0.1
NTQ[	nif	4	they have been snapped	0.1
NTQ[	nif	5	he is torn away	0.1
NTQ[	piel	2	they had torn apart	0.1
NTQ[	piel	3	will it pull up	0.1
NTQ[	piel	4	you will tear out	0.1
NTR[	hif	2	to unfasten	0.2
NTR[	hif	3	he has made jump	0.2
NTR[	hif	4	setting free	0.2
NTR[	hif	5	may he loosen	0.2
NTY[	nif	2	they will be broken down	0.333
NTY[	piel	2	people pulled down	0.167
NTY[	qal	2	he has torn down	0.12
NTY[	qal	3	he tore down	0.08
NTY[	qal	4	he broke down	0.08
NTY[	qal	5	I will tear down	0.04
NV</		2	your planting	0.5
NV<[	qal	2	firmly fixed	0.022
NV<[	qal	3	he will pitch	0.022
NVC[	nif	2	they are loose	0.167
NVC[	nif	3	she has been abandoned	0.167
NVC[	qal	2	he left	0.16
NVC[	qal	3	it spread out	0.08
NVC[	qal	4	he will leave	0.08
NVC[	qal	5	reject	0.08
NVC[	qal	6	drawn	0.04
NVH[	hif	2	bend down	0.045
NVH[	hif	3	turn	0.03
NVH[	hif	4	he has extended	0.03
NVH[	hif	5	people pitched	0.015
NVH[	hif	6	may people stretch out	0.015
NVH[	qal	2	declines	0.007
NVH[	qal	3	about to extend	0.007
NVH[	qal	4	about to stretch out	0.007
NVH[	qal	5	bend down	0.007
NVH[	qal	6	I have turned	0.007
NVH[	qal	7	holding out	0.007
NVP[	hif	2	they will drip	0.125
NVP[	hif	3	the prophesier	0.125
NVP[	qal	2	they drip	0.333
NVP[	qal	3	dripping	0.222
NW<[	hif	2	she has shaken	0.333
NW<[	hif	3	let him disturb	0.111
NW<[	hif	4	make	0.111
NW<[	qal	2	sway	0.125
NW<[	qal	3	wildly (stagger)	0.125
NW<[	qal	4	a wanderer	0.083
NW<[	qal	5	they shook	0.083
NW<[	qal	6	quivering	0.042
NW<[	qal	7	shake	0.042
NW<[	qal	8	really (wander)	0.042
NW<[	qal	9	they swing	0.042
NW>[	hif	2	he will forbid	0.143
NW>[	hif	3	they discouraged	0.143
NW>[	hif	4	he frustrates	0.143
NW>[	hif	5	let it refuse	0.143
NWD[	hif	2	he will wag	0.5
NWD[	hit	2	bemoaning itself	0.25
NWD[	hit	3	you shook yourself	0.25
NWD[	hit	4	they will shudder	0.25
NWD[	qal	2	take flight	0.222
NWD[	qal	3	a fugitive	0.111
NWD[	qal	4	it sways	0.056
NWD[	qal	5	you will waver	0.056
NWD[	qal	6	fluttering	0.056
NWH/		2	the abode	0.031
NWH/		3	O abode	0.031
NWM[	qal	2	anyone will slumber	0.167
NWP[	hif	2	wields	0.133
NWP[	hif	3	brandishing	0.1
NWP[	hif	4	anyone has wielded	0.033
NWP[	hif	5	the [one	0.033
NWP[	hif	6	about to brandish	0.033
NWS[	hif	2	will they put to flight?	0.333
NWS[	hif	3	hide	0.333
NWS[	qal	2	actually (flee)	0.007
NXC=/		2	omens	0.5
NXCT/		2	fetters	0.05
NXCT/		3	bronze fetters	0.007
NXC[	piel	2	they observed the signs	0.1
NXH[	qal	2	you have guided	0.167
NXH[	qal	3	you led	0.167
NXL/		2	the valley	0.007
NXL/		3	two rivers	0.007
NXL/		4	a shaft	0.007
NXL[	hif	2	you will cause to inherit	0.167
NXL[	hif	3	he leaves an inheritance to	0.083
NXL[	hit	2	you will give as an inheritance	0.167
NXL[	hit	3	you will give as possession	0.167
NXL[	piel	2	apportion as an inheritance to	0.25
NXL[	qal	2	you will possess	0.074
NXL[	qal	3	they received their inheritance	0.074
NXL[	qal	4	divide for possession	0.074
NXL[	qal	5	they possessed	0.037
NXM[	hit	2	he has compassion	0.286
NXM[	hit	3	he will change his mind	0.143
NXM[	hit	4	I will gain relief	0.143
NXM[	nif	2	I will ease myself	0.021
NXM[	nif	3	I am grieved	0.021
NXM[	piel	2	someone comforts	0.028
NXWCH/		2	copper	0.1
NYB[	hif	2	he fixed	0.053
NYB[	hif	3	make straight	0.053
NYB[	hif	4	setting up	0.053
NYB[	hif	5	they erected	0.053
NYB[	hif	6	he made to stand up	0.053
NYB[	hof	2	it has been fixed	0.5
NYB[	nif	2	was] appointed	0.039
NYB[	nif	3	it stood upright	0.02
NYB[	nif	4	which] stands firm	0.02
NYB[	nif	5	taken a stand	0.02
NYH[	nif	2	ruined	0.222
NYH[	nif	3	has it become ruined?	0.222
NYJB/		2	a pillar	0.091
NYJB/		3	an overseer	0.091
NYL[	hif	2	a deliverer	0.09
NYL[	hif	3	he has taken away	0.014
NYL[	hif	4	certainly (deliver)	0.014
NYL[	hif	5	at all (deliver)	0.007
NYL[	hif	6	certainly (rescue)	0.007
NYL[	hif	7	he will tear out	0.007
NYL[	piel	2	they will deliver	0.25
NYR[	qal	2	watchmen	0.065
NYR[	qal	3	maintaining	0.022
NYR[	qal	4	besieged	0.022
NYR[	qal	5	secret	0.022
NYR[	qal	6	besiegers	0.022
NYR[	qal	7	O watcher	0.022
NYR[	qal	8	a watchman	0.022
NZH[	hif	2	he will startle	0.05
NZJD/		2	food	0.167
NZJR/		2	of the consecrated one	0.125
NZJR/		3	your untrimmed vine	0.062
NZJR/		4	vines	0.062
NZJR/		5	of high rank	0.062
NZM/		2	earrings	0.118
NZR/		2	hair	0.04
NZR[	hif	2	you will keep separate	0.4
P<L/		2	activity	0.031
P<L/		3	acquisition	0.031
P<LH/		2	work	0.143
P<LH/		3	deeds	0.143
P<M/		2	the hoof-beats	0.008
P<M/		3	an anvil	0.008
P<R[	qal	2	people have opened wide	0.25
P>H/		2	belong] to side	0.024
P>H/		3	the forehead	0.012
P>R/		2	the head-wraps	0.143
P>RH=/		2	boughs	0.167
P>R[	hit	2	he will get glory for himself	0.286
P>R[	hit	3	honor yourself	0.143
P>R[	piel	2	he glorifies	0.25
PCTH/		2	wick	0.5
PCV[	hif	2	skin	0.182
PCV[	hif	3	skinning	0.091
PCV[	qal	2	you will make a raid	0.083
PCV[	qal	3	it attacks	0.042
PCXWR/		2	O Pashhur	0.071
PDH[	nif	2	she had been released	0.333
PDH[	qal	2	certainly (redeem)	0.024
PDH[	qal	3	certainly (ransom)	0.024
PDWT/		2	redemption	0.5
PG</		2	chance	0.5
PG<[	hif	2	he will make entreaty	0.167
PG<[	hif	3	interposed	0.167
PG<[	hif	4	I will cause to plead	0.167
PG<[	hif	5	they had made entreaty	0.167
PG<[	hif	6	assailant	0.167
PG<[	qal	2	they met	0.056
PG<[	qal	3	he reached	0.028
PG<[	qal	4	people will molest	0.028
PGC[	qal	2	they will meet	0.4
PGR/		2	carcasses	0.045
PL>J/		2	wonderful	0.5
PLCT/		2	O Philistia	0.25
PLCTJ/		2	O Philistines	0.003
PLGC/		2	paramours	0.027
PLGH/		2	streams	0.333
PLH[	hif	2	I will make separate	0.25
PLH[	hif	3	he has made separate	0.25
PLJL/		2	judges	0.333
PLJV/		2	O fugitives	0.053
